,Q,A
21527,이 사람 나를 좋아하는 건가?,긴가민가한 상태인가봅니다.
21528,이 사람 만나면서 내 자존감이 떨어지는 것 같아 안 만나는게 답이야?,그 누구와도 비교하지 마세요.
21529,이 사람 만나면서 내 자존감이 떨어지는 것 같아 안 만나는게 답이야?,비교하지 말고 자신을 사랑하면서 자존감을 높이려 노력해보세요.
21530,이 사람 없으면 못 살 거 같아,시간이 지나면 잘살고 있는 당신을 보게 될 거예요.
21531,이 사람 좋아하는 게 맞을까?,고민하고 있다면 맞는 거 아닐까요.
21532,이 사람은 사랑이 참 쉬운가봐 내가 우습나?,참을 수 없는 가벼움이네요.
21533,이 사람이다 싶어,누구와도 대체할 수 없는 존재감을 느꼈군요.
21534,이 사랑이 마지막 사랑이었으면,후회하지 않을 사랑 해보세요.
21535,이 세상에 나 혼자 남겨진 기분.,당신은 절대 혼자가 아니에요.
21536,이 세상에서 내가 제일 불행해.,그럴리가요.
21537,이 여자애의 행동 나를 좋아하는게 맞나?,정확한거 본인만이 알 거예요.
21538,이 오빠 나를 좋아하는 건가.,정확한건 당사자만 알 거예요.
21539,이 정도면 내가 좋아하는 걸 알까?,확실한 의사표시가 정확하겠죠.
21540,이 행복이 사라질까 두려워,두려워 하지 말고 그 감정에 충실하면 행복은 떠나지 않을거예요.
21541,이거 뭘까. 좋아하는 걸까?,직접적인 마음을 확인하기 전까지 확실한 건 없답니다.
21542,이거 사랑인가?,당신만이 답을 말해줄 수 있어요.
21543,이거 썸 맞나,대화를 시작하는 사람이 누구인지 살펴보세요.
21544,이거 썸 아냐?,말해보세요. 생각해 볼게요.
21545,이거 썸인가,고민 하고 있으면 썸의 가능성이 높겠네요.
21546,이거 썸인가요?,좋은 느낌이면 썸으로 만나보세요.
21547,이거 좋아하는 거 맞나?,상황이 궁금해요.
21548,이건 그냥 날 안 좋아하는 걸까?,상황을 말해보세요.
21549,이게 바로 첫사랑인듯,당신의 소중한 사랑을 이루어 보세요.
21550,이게 썸인가?,말해보세요. 생각해 볼게요.
21551,이기적인 사람을 좋아하는 거,상대방은 우선순위는 자신인가 봅니다.
21552,이런 나를 좋아해주는 사람이 있을까?,당신은 정말 멋진 사람이에요. 깍아 내리지 마세요.
21553,이런 얼굴 좋아하는 사람이 있을까요?,충분히 아름다워요.
21554,이렇게 또 혼자 좋아하고 이별하고.,짝사랑이 그런가봐요. 슬프네요.
21555,이렇게 사랑 받아도 되나?,행복한 고민이네요.
21556,이루어질 수 없는 사랑 해도 될까?,위험한 사랑이네요.
21557,이뤄질 수 없는 사랑이 제일 서글퍼.,알면서도 사랑할 수 밖에 없어서 그런 것 같아요.
21558,이른 연락해도 될까?,아침부터 좋은 연락이면 좋겠네요.
21559,이미 접은 짝남한테 주기적으로 연락이 온다.,다시 흔들리겠어요.
21560,이번 주말 그녀에게 연락해 볼까?,주말 전에 연락해서 주말에 만나야죠.
21561,이벤트 안하는 남자친구,먼저 이벤트를 해보세요.
21562,이별도 사랑일까?,이별도 사랑입니다.
21563,이 사람이랑 결혼이 옳은 걸까?,결혼에는 옳고 그름이 없어요.
21564,이 사람이랑 결혼해도 되겠지?,결혼하기전에 확신부터 갖는게 좋을거 같아요.
21565,이상적인 관계는 뭘까?,함께일 때 비로소 전부라고 느껴지는 연애가 아닐까 생각해봅니다.
21566,이상적인 연애란?,서로가 전부인 연애가 아니라 서로 부족한 부분을 감싸 안아서 서로를 완전하게 해주는 연애인 것 같아요.
21567,이상하게 놓치고 싶지 않는 사람이 있어,어쩌면 운명인가봅니다.
21568,이상형 알고싶다,주변 사람에게 물어보거나 직접 물어보세요.
21569,이성의 학교선배와 단둘이 식사한다면 어떻게 해?,신경쓰인다고 귀엽게 이야기해보세요.
21570,이제 그만 좋아하고 싶어.,마음 단단히 잡길 바랄게요.
21571,이제 끝난 줄 알았는데 아직도 좋아해.,끝은 쉽게 오지 않아요.
21572,이제 끝인 줄 알았는데 계속 좋아하고 있었어.,마음이랑 생각이 따로 놀 때가 있죠.
21573,이제 나도 날 좋아해주는 사람을 만나고 싶어.,좋아해주는 사람 만날 수 있을 거예요.
21574,이제 내 짝남 못봐. 군대 가거든.,서운하겠어요.
21575,이제 좀 지겨워진 거 같아,사랑하는 이유를 생각해보세요.
21576,이제 청첩장 돌려도 되겠지?,너무 일찍 돌리면 잊혀진답니다.
21577,이젠 다시 사랑 못할 것 같아.,지금은 그렇게 생각해도 다시 사랑이 찾아올 거예요.
21578,이젠 짝사랑하는게 무섭고 두려워.,이제 짝사랑 말고 둘이서 하는 사랑하세요.
21579,인연이 있다고 생각해?,인연은 있어요.
21580,인연이 있다고 생각해?,저랑 당신도 인연이죠.
21581,인연이란게 있을까?,당신과 저도 인연입니다.
21582,일 하면서 알게 된 사람한테 연락해도 될까?,일 핑계로 연락해봐요.
21583,입맛이 너무 안 맞는 거 같애,맞춰가면 돼요.
21584,있는 그대로의 나를 사랑하기,멋진 사람이자 멋진 말이네요.
21585,자기 기준에 맞추라는 사람,이기적이네요.
21586,자기 전에 통화하면 썸 맞지?,그린라이트라고 생각해요.
21587,자기 전에 통화하면 썸이야?,호감이 없으면 통화를 안 할 거예요.
21588,자기를 3인칭으로 말하는 여자친구의 말투가 고민임.,귀엽게 봐주세요.
21589,자길 좋아하는 여자애가 있으면 더 잘해주는 경향이 있나?,좋아하면 신경이 더 쓰이니가요.
21590,자꾸 갠톡하는 선배 있는데 관심 있나?,호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.
21591,자꾸 날 칭찬하는 여자애. 나한테 관심있는거 아니야?,이제 상대방을 칭찬할 차례인 듯합니다.
21592,자꾸 신경쓰여,관심이 가나봐요.
21593,자꾸 짝남 얼굴 생각나.,보고 싶으니 그럴만 해요.
21594,자꾸 짝녀 얼굴 생각나네.,보고 싶은가봐요.
21595,자꾸 헷갈리게 해,안 햇갈리게 하는 사람이 좋습니다.
21596,자신감 있는 여자가 좋아,자신을 사랑을 사람인가 봅니다.
21597,자전거 데이트 어떨까?,로맨틱할 것 같아요.
21598,자주 가는 카페 알바생이 나를 자주 뻔히 쳐다보는데 이거 그린라이트일까?,씨익 웃어주세요.
21599,자주 가는 카페에 알바생한테 번호 따고 싶은데,쪽지를 남겨서 마음을 전해보세요.
21600,자주 가는 카페에 잘생긴 알바생이 있는데 어떻게 고백하면 좋을까?,쪽지를 남겨서 마음을 전해보세요.
21601,자취한다는데 뭘 챙겨줄까?,직접 물어보는 게 좋을 것 같아요.
21602,잘 만나고 있는데 나 질려하면 어쩌지 걱정이야,불행을 연습하거나 미리 걱정할 필요 없어요.
21603,잘 만나는 중인데 헤어지면 어쩌지 걱정돼,불행을 연습하거나 미리 걱정할 필요 없어요.
21604,잘 맞는 사람 만나고 싶다,많은 사람들은 살면서 맞춰가기도 해요.
21605,잘 먹는 남자가 보기 좋지않아?,복스럽게 먹으면 더 좋죠.
21606,잘 먹는 여자가 좋아,복스럽게 먹으면 더 좋죠.
21607,잘 사귀는데 불안한 느낌이 들면 정상일까?,믿음이 쌓이기 전에는 불안하죠.
21608,잘 지냈으면 좋겠다,따뜻한 마음이네요.
21609,잘 챙겨주는데 나를 좋아하는 걸까?,지켜보는게 좋겠어요.
21610,잘지내나,잘 지낼 거예요.
21611,잘해줬더니 더 해달래,호의를 권리로 아는 사람 만나지 마세요.
21612,잠 안 온다고 했더니 자장가 불러줬어,로맨틱하네요.
21613,장거리 썸 고백해도될까,많이 만나보는 게 좋겠지만 연락을 더 자주 해보세요.
21614,장거리 썸 괜찮을까,물리적인 거리가 문제가 되겠네요.
21615,장거리 연애 괜찮을까,진정한 사랑에 거리가 중요한가요.
21616,장거리 연애하면 보통 몇일에 한번 만나?,상황에 따라 다르지 않을까요.
21617,장거리 연애하면 보통 어느 지점에서 만나?,가운데서 만나거나 돌아가면서 희생을 하죠.
21618,장거리하다가 결혼 가능할까?,사랑의 힘으로 가능합니다.
21619,장난스러운 고백 받았어,부끄러워서 그럴 수도 있어요.
21620,장난으로 좋아한 거 아닌데,다시 진지하게 고백해보세요.
21621,장난인지 진심인지 구분이 안돼.,장난스러운 성격이면 더 헷갈리기도 하죠.
21622,장난인지 진심인지 구분이 안돼.,직접적으로 물어보는 게 가장 확실하겠죠.
21623,장수커플이야,사랑은 유지하는 게 중요한데 대단하네요.
21624,재수학원에서 연애는 필망?,목적이 확실한 곳이니까요.
21625,저를 좋아하는 사람 알면서도 모르는 척하는게 이기적인가요?,확실한 의사표시를 했는데도 그렇다는 건 이기적인 것 같아요.
21626,저를 좋아하는 사람은 없을 거예요.,그건 절대 아닐 거예요.
21627,저를 좋아하는 사람한테 호감이 안 생겨요.,맘처럼 할 수 없는 부분 같아요.
21628,저를 좋아하던 사람이 갑자기 매정해졌어요.,심경의 변화가 있었을지도 모르겠네요.
21629,저만 좋아하는 사람 페북 같은거 살펴보나요?,저도 궁금해서 그렇게 하곤 해요.
21630,저한테만 장난치는 남자애가 나 좋아하나?,호감이 있을지도 모르겠어요.
21631,적극적인 여자가 좋아,솔직한 사람에게 매력을 느끼나봐요.
21632,전 남친이랑 헤어진지 오래됐는데 좋아하는 사람이 없어.,조급하게 생각하지 말아요.
21633,전 너무 이기적인데 저를 좋아해줘요.,그대로 사랑해줄 사람이 나타났나봅니다.
21634,전 썸남 보고싶어.,썸으로 끝날 사이가 아니었네요.
21635,전 왜 제 마음도 잘 모르는 걸까요.,좋아하는 마음은 헤아리기 힘들어요.
21636,전남친하고 짝남이 친구야.,애매한 관계네요.
21637,전부 다 줘도 아깝지 않은 사람,정말 사랑하나봅니다.
21638,전여친하고 짝녀가 친구야.,신경 쓰이는 상황 같아요.
21639,전화하면서 잠들고 싶다.,낭만적이네요. 전화해보세요.
21640,절 찼던 남자애가 다시 절 좋아하는게 가능할까요?,상황에 따라 다르겠지요.
21641,절 찼던 여자애가 절 다시 좋아하는 건가요?,직접 대화를 나누는게 필요하겠네요.
21642,점심시간일 텐데 카톡이 안 와.,먼저 연락을 해보는 건 어떨까요?
21643,정말 고맙다 귀염둥아,감사합니다.
21644,정말 사랑했는데,정말 사랑한다면 다시 만나보세요.
21645,정말 사랑했어,정말 사랑했다면 후회하지 않을거예요.
21646,정말 잘 맞는 사람이 있을까?,잘 맞춰가는 사람이 있는 거겠죠.
21647,정성 담긴 선물 뭐가 좋을까?,손편지도 좋을 거 같아요.
21648,정열적인 사랑 하고 싶어,정열적으로 다가가 보세요.
21649,정장 한 벌 맞췄어,잘했어요. 두고두고 입으세요.
21650,제가 좋아하는 남자가 저를 짝사랑한대요. 제가 먼저 고백해도 될까요?,행복한 고민이네요. 당장 만나 고백하세요.
21651,제가 좋아하는 사람이 맘 잡고 공부해야할 것 같다고 기다려달라는데 제 맘이 안별할까요?,변할 수도 있지만 미리 걱정하지 말아요.
21652,제가 좋아하던 사람이 절 좋아하면 갑자기 거부감 들고 싫어져요.,어떤 트라우마가 있었는지도 모르겠어요.
21653,제대로 사랑하고싶어,사랑에는 깊고 얇음이 없는거 같아요.
21654,조용한 여자가 좋아,그 사람도 당신을 좋아하길 바랍니다.
21655,존경할 수 있는 사람 만나고 싶어.,그런 사람 만날 수 있을 거예요.
21656,좀 있으면 귀국하는데 짝녀에게 뭘 챙겨줄까?,작은 것 하나라도 챙겨준다면 센스있는 사람이라고 생각할 거예요.
21657,종교가 다른 여자친구 헤어져야하나?,종교 큰 문제죠.
21658,종교가 다른 짝남과 연애할수 있을까?,사랑은 종교를 뛰어넘을 수 있을 거예요.
21659,종교를 너무 싫어하는 남자친구가 고민,종교를 왜 싫어하는지 대화를 해보세요.
21660,좋아 하는 사람한테 어떻게 고백을 할까요?,먼저 용기내서 고백하는게 좋을 듯 싶습니다.
21661,좋아 하는 애한태 고백하는 방법좀,먼저 용기내서 고백하는게 좋을 듯 싶습니다.
21662,좋아하게 된 남자가 있는데 많이 어린데 어울릴 수 있을까?,충분히 어울릴 수 있어요.
21663,좋아하고 있는 애가 친구를 소개 시켜줬어.,소개팅은 아니겠지요.
21664,좋아하고 있는 애랑 카톡하는 중인데 뭐라고 하지?,밥 먹자고 연락해봐요.
21665,좋아하고 있는 애를 친구가 소개 시켜줬어.,많이 당황했겠어요.
21666,좋아하는 감정을 스스로 다스릴 수 있을까?,쉬운일은 아니랍니다.
21667,좋아하는 감정을 억제하는 방법은 뭐지.,다른 사람과 상상하는건 어떨까요.
21668,좋아하는 감정을 혼자서 정리할 수 있을까요?,본인이 하기 나름일 거예요.
21669,좋아하는 감정이 나를 슬프게도 해,동전의 양면과도 같죠.
21670,좋아하는 감정이 나를 슬프게도 해,사랑과 슬픔은 동전의 양면과 같죠.
21671,좋아하는 감정이 뭐예요?,가만히 있어도 생각나는 거 아닐까요.
21672,좋아하는 거 기준이 뭐임?,계속 생각나고 보고 싶은게 기본이겠지요.
21673,좋아하는 거랑 사랑하는 거 차이점이 뭘까요.,구분짓기 어렵네요.
21674,좋아하는 거랑 사랑하는 건 어떻게 구분해?,구분짓는게 쉽진 않아요.
21675,좋아하는 거랑 사랑하는 건 어떻게 구분해?,마음이 알 거예요.
21676,좋아하는 거랑 사랑하는게 다른 거야?,마음에 농도 차인 것 같습니다.
21677,좋아하는 거랑 사랑하는게 다른 거야?,생각의 차이겠지요.
21678,좋아하는 걸 알게되면 갑자기 싫어져요. 무슨 심리일까요.,부담스러운 심리일까요.
21679,좋아하는 그녀가 유학을 간다고 합니다.,붙잡고 싶은 마음이 굴뚝 같겠어요.
21680,좋아하는 그사람은 바람둥이야 좋아해도 될까?,상처받을 거예요.
21681,좋아하는 남자 때문에 너무 기분이 안 좋아.,무슨 일이 있었나봐요.
21682,좋아하는 남자 생겼는데 호감 어떻게 표시할까요.,꾸준히 연락을 하는게 필요합니다.
21683,좋아하는 남자 표정이 너무 차가워서 다가가기 어려워.,표정만 그럴 수도 있어요.
21684,좋아하는 남자가 여친이랑 헤어질 때까지 기다렸다가 고백하는거 가능한 사람이 있을까요?,좋아하는 마음이 있으면 가능하겠죠.
21685,좋아하는 남자가 톡이 늦어.,바쁘거나 마음이 없을 수 있어요.
21686,좋아하는 남자애 때문에 성적이 떨어졌어요.,좋아하는 마음 때문에 공부 안한 당신 때문이에요.
21687,좋아하는 남자애 마음을 알다가도 모르겠어.,사람은 모두 변덕스럽지요.
21688,좋아하는 남자애 생겼는데 완전 설레.,설렘을 감출 길이 없겠어요.
21689,좋아하는 남자애 앞에서 표정 관리가 안돼.,짝사랑도 이성을 막지는 못하나봐요.
21690,좋아하는 남자애 프사가 누굴까.,직접 물어보는 건 힘들까요.
21691,좋아하는 남자애가 게임을 좋아하는데 이야기 오래가는 소재 좀 알려줘.,요즘 인기있는 게임을 검색해봐요.
21692,좋아하는 남자애가 날 좋아하게 하려면 어떻게 해?,이상형을 알아보는 건 어떨까요.
21693,좋아하는 남자애가 담배를 피는데 저는 담배를 싫어하는데 어떻게 끊으라고 말해볼까요?,사귀는 사이도 아닌데 성급한 것 같습니다.
21694,좋아하는 남자애가 바람둥이 같은데 계속 좋아하면 안되겠죠?,상처받지 않았으면 좋겠네요.
21695,좋아하는 남자애가 여친 생기면 울 줄 알았는데 덤덤해.,어느정도 마음의 준비가 되었었나봐요.
21696,좋아하는 남자애가 우리 언니를 좋아한대.,서글픈 사실이에요.
21697,좋아하는 남자애가 입대하는데 어떤 선물을 해주는게 좋을까요?,면회나 편지가 최고죠!
21698,좋아하는 남자애랑 같은 반이 됐는데 너무 떨려.,정말 잘됐어요.
21699,좋아하는 남자애랑 다른 반 됐어.,반 배정이 사랑을 갈라놨네요.
21700,좋아하는 남자애랑 약속 잡았는데 계속 연락 없어.,그런 스타일일지도 모르니 기다려보세요.
21701,좋아하는 남자애에게 어떤 생일선물을 주면 좋아할까요?,필요한 게 뭔지 살펴보세요.
21702,좋아하는 남자애한테 답장이 없어. 나 안좋아하는 거 맞지.,오랫동안 답장이 없다면 그게 맞는 것 같네요.
21703,좋아하는 남자애한테 발렌타인데이 때 초콜릿 줄까?,주면 좋아할 거예요.
21704,좋아하는 남자애한테 어떻게 관심 표현함?,칭찬을 자주 해주는 건 어떨까요.
21705,좋아하는 남자애한테 자연스럽게 연락하는 방법 뭐 있을까.,뭐하고 있는지 물어봐요.
21706,좋아하는 남자의 단점을 들었는데도 좋아.,사랑의 콩깍지가 씌었나봐요.
21707,좋아하는 남자한테 관심 없는 척 하고 있는데 너무 우울해.,솔직하지 못해서 우울한 것인가봐요.
21708,좋아하는 남자한테 여친이 있는데 헤어졌으면 좋겠어.,연애 중인 사람을 좋아하다니 힘드시겠어요.
21709,좋아하는 남자한테 연락 하지 말자고 했는데.,확실한 의사 표현이 중요해요.
21710,좋아하는 누나가 날 너무 어린애 취급함.,단순한 연하가 아니라는 걸 어필해봐요.
21711,좋아하는 마음 그만두기 힘든데 짝남이 헷갈리게 해.,확실한 의사 표시를 해보는 건 어떨까요.
21712,좋아하는 마음 들면 고백해야 되는거 아님?,정상적인 수순이죠.
21713,좋아하는 마음을 감출길이 없어.,감정을 숨기기는 어려운 일이에요.
21714,좋아하는 마음을 전할 수 있을까.,조금의 용기를 낸다면 가능할 거예요.
21715,좋아하는 마음이 안 생길 것 같다고 떠난 남자.,이제 그에게서 벗어나세요.
21716,좋아하는 마음이 안 생길 것 같다고 떠난 여자.,이제 그녀를 놓아주세요.
21717,좋아하는 사람 꿈을 꿨어.,많이 생각했나봐요.
21718,좋아하는 사람 때문에 공부를 못하겠어.,충분히 그럴 수 있어요.
21719,좋아하는 사람 때문에 너무 센치하다.,감성적이게 만들죠.
21720,좋아하는 사람 생각으로 아무것도 집중을 못하겠어.,그럴 수 있지만 후회할 거예요.
21721,좋아하는 사람 생겼는데 페북 친구 신청 해도 될까요?,다가가는 방법 가운데 하나죠.
21722,좋아하는 사람 생겼으면 좋겠어.,좋은 사람이 생길 거예요.
21723,좋아하는 사람 생기면 어떻게든 sns같은 거 알아내서 친신하고 그래?,다가가는 방법 중에 하나니까요.
21724,좋아하는 사람 생기면 자꾸 따라하게 돼.,자연스러운 현상입니다.
21725,좋아하는 사람 앞에서 다른 사람한테 관심 있는 척 해봤어요?,그런 순간이 있었지요.
21726,좋아하는 사람 앞에서 성격이 이중적인데 정상인가요.,자연스러운 현상입니다.
21727,좋아하는 사람 앞에서 실례를 했어.,생각만해도 소름돋네요.
21728,좋아하는 사람 앞에서 쪽팔린 경험이 너무 많아.,추억을 쌓았다고 생각해보세요.
21729,좋아하는 사람 앞에서 표정 관리 안되는 거 어떡해?,귀여울 것 같아요.
21730,좋아하는 사람 앞에선 다 똑같은가봐요.,누구나 좋아하는 사람 앞에서 그렇대요.
21731,좋아하는 사람 언제까지 기다릴 수 있을까요.,마음이 허락하는 데까지 아닐까요.
21732,좋아하는 사람 얼굴이 이제 생각이 안나.,오랫동안 만나지 못했나봐요.
21733,좋아하는 사람 오늘 못 봐서 진짜 우울하다.,내일은 만날 수 있을 거예요.
21734,좋아하는 사람 이상형에 나를 맞춰야 할까?,맞춰보는 과정이 귀엽게 보일 수도 있겠어요.
21735,좋아하는 사람 있는데 내가 좀 소심해.,달라지긴 원한다면 할 수 있을 거예요.
21736,좋아하는 사람 잊는 방법 조언 좀.,가슴 아픈 질문이네요.
21737,좋아하는 사람 직업이 좀 걸리는데 계속 좋아해도 될까요?,본인이 괜찮다면 상관 없겠지요.
21738,좋아하는 사람 포기하는 방법 있어?,생각을 덜 하는 것이 방법 중 하나입니다.
21739,좋아하는 사람 프사랑 비슷한 거 걸어?,커플 프사 느낌으로 하면 좋죠.
21740,좋아하는 사람 환심 살 수 있는 방법 좀.,그 분이 좋아하는 것을 알아봐요.
21741,좋아하는 사람만 보면 감정이 북받쳐올라.,복잡한 심정일거라 생각해요.
21742,좋아하는 사람만 보면 눈물이 나는데 어떡해?,감정이 북받쳐오르나봐요.
21743,좋아하는 사람에 대한 감정이 이제 뭔지 잘 모르겠어.,수학 공식처럼 정의 내릴 수 없어요.
21744,좋아하는 사람에 대한 관심을 끄는 방법이 뭐가 있을까.,다른일로 바쁘면 조금 덜할 거예요.
21745,좋아하는 사람에 대한 미련이 아직 남은걸까.,미련도 사랑의 부분입니다.
21746,좋아하는 사람에 대한 생각 비우는 방법 좀 알려줘요.,다른 것에 관심을 돌리는 게 좋아요.
21747,좋아하는 사람에 대한 예의가 없는 것 같아.,예의없는 사람 좋아하지마세요.
21748,좋아하는 사람에 대해 착각만하게 되는 내 자신이 싫어.,짝사랑 앞에 판단이 흐려지기 마련이에요.
21749,좋아하는 사람에게 요리를 해주면 좋아할까?,맛이 없든 있든 좋을 것 같아요.
21750,좋아하는 사람에게 편지를 쓴다는것. 효과적일까?,마음을 담은 편지보다 더 좋은 선물은 없을 거예요.
21751,좋아하는 사람을 싫어하는 척하고 있는데 우울해.,척하는 게 쉽지가 않으니까요.
21752,좋아하는 사람을 원망하게 될 것 같아.,원망은 아픔만 남길 뿐이에요. 털어버리세요.
21753,좋아하는 사람의 심리를 모르겠어.,충분한 대화를 나눠보는게 필요해요.
21754,좋아하는 사람의 호감을 살 수 있는 방법이 뭐가 있을까.,관심사에 대한 호감을 드러내 보세요.
21755,좋아하는 사람이 거짓말을 하면 어떡하죠.,속아주는 것도 사랑이죠.
21756,좋아하는 사람이 고쳤줬으면 하는 거 말해도 될까?,무례하지 않는 선에서 말하는게 좋아요.
21757,좋아하는 사람이 나를 부담스러워해.,서로 마음이 같지 않았나봐요.
21758,좋아하는 사람이 나한테 먼저 연락오게 하는 방법?,그 분이 관심갈 만한 일을 해보는 건 어떨까요.
21759,좋아하는 사람이 날 너무 편하게 생각해.,이성으로 대하고 싶다고 말해보세요.
21760,좋아하는 사람이 날 싫어해서 죽고 싶어.,애석하지만 당신을 더 소중히 생각해주세요.
21761,좋아하는 사람이 너무 냉정한데.,좋아하는 마음을 표현하기 더 힘들겠어요.
21762,좋아하는 사람이 너무 예뻐,내면을 더 들여다보세요.
21763,좋아하는 사람이 너무 잘생겼어,내면을 더 들여다보세요.
21764,좋아하는 사람이 너무 철벽치는데 계속 다가가도 될까?,철벽치는 이유를 먼저 알아보세요.
21765,좋아하는 사람이 다른 사람을 좋아한대. 살기 싫다.,인연이 거기까지인가봐요.
21766,좋아하는 사람이 다른 여자 얘기하는게 너무 가슴 아파요.,마음을 단단히 먹는게 힘들지요.
21767,좋아하는 사람이 다른 여자랑 친해지는게 서운해.,충분히 서운할 만해요.
21768,좋아하는 사람이 단둘이 있는 걸 부담스러워해요.,그렇다면 당분간은 친구들과 함께 만나는게 좋겠어요.
21769,좋아하는 사람이 단톡에서 다른 남자한테 관심 있는 것 같이 보여요.,그렇게 느낀다면 조금씩 정리하는게 좋겠어요.
21770,좋아하는 사람이 말한 이상형이랑 나랑 너무 다른데.,이상형은 이상형뿐일 수도 있어요.
21771,좋아하는 사람이 부담스러워할까봐 친구들 여럿이서 보는데.,뭔가 아쉬운 점이 남겠네요.
21772,좋아하는 사람이 생기면 좋을 줄 알았는데 우울하기만 해.,사랑이 내 맘같지 않으니까요.
21773,좋아하는 사람이 쓰레기면 어떻게 할꺼야?,쓰레기 옆에 있기 싫어서 도망갈 거예요.
21774,좋아하는 사람이 여러명인데 괜찮겠지.,좋아하는 건 내 맘이죠.
21775,좋아하는 사람이 연애에 관심이 없는 거 같애,사랑에 관심 없는 사람도 많아요. 눈치가 없을 수도 있으니 적극적으로 다가가보세요.
21776,좋아하는 사람이 외국인인데 날 부담스러워하진 않을까?,천천히 다가가보세요.
21777,좋아하는 사람이 인기가 많은데 남친이 없어.,본인이 원해서 그럴 수도 있어요.
21778,좋아하는 사람이 인기는 많은데 여친이 없어. 왜 그럴까?,혼자가 편한 걸지도 모르지요.
21779,좋아하는 사람이 있는데 고백하는 건 싫어요.,구속되기 싫은 건지 생각해보세요.
21780,좋아하는 사람이 있는데 관계에 진전이 없어.,멈추거나 한 발을 내딛거나 변화가 필요해보이네요.
21781,좋아하는 사람이 있는데 사귀는 건 싫어.,책임을 지기 싫은 건지 생각해보세요.
21782,좋아하는 사람이 있는데 사연이 길어요.,천천히 말씀해보세요.
21783,좋아하는 사람이 있는데 씨씨야. 만나도 될까?,사랑은 수많은 장벽을 뛰어넘을 수 있어요.
21784,좋아하는 사람이 있는데 이제 못 봐.,피치 못할 사정이 있나봐요.
21785,좋아하는 사람이 있는데 자괴감 들어.,스스로를 괴롭게 하지 말아요.
21786,좋아하는 사람이 있는데 종교가 달라.,종교가 큰 문제가 되기도 하죠.
21787,좋아하는 사람이 있는데 할 말이 없어서 연락이 끊겼어.,또 다시 연락할 수 있어요.
21788,좋아하는 사람이 있어.,좋아하는 감정과 대상이 있다는 건 행복한 일이에요.
21789,좋아하는 사람이 자꾸 나한테 전여친 얘기해.,그만 듣고 싶다고 이야기해보세요.
21790,좋아하는 사람이 좋아하는 것들 따라하게 되는데 정상인가?,정상이에요.
21791,좋아하는 사람이 카톡 차단한듯.,정말 정리해야 할 때네요.
21792,좋아하는 사람이 하는 행동에 하나씩 의미 부여하는게 짜증나.,의미부여가 특히 사람을 기대하게 만들기 때문이에요.
21793,좋아하는 사람이 행동하는 모든 게 좋아.,사랑의 콩깍지가 씌었네요.
21794,좋아하는 사람이랑 같은 반 돼라,기도할게요.
21795,좋아하는 사람이랑 벚꽃구경 가고 싶어.,상황을 봐서 연락해 봐요.
21796,좋아하는 사람이랑 종교가 다른데 괜찮을까?,종교가 큰 문제가 되기도 하죠.
21797,좋아하는 사람이랑 친구 가능해?,그건 좀 힘들 것 같아요.
21798,좋아하는 사람한테 거절 당하면 영영 끝일까 두려워.,그래서 보통 확실할 때 고백을 하죠.
21799,좋아하는 사람한테 거절 당할까봐 두려워.,충분히 그렇게 생각할 수 있어요.
21800,좋아하는 사람한테 고백 안하는 사람도 있나요?,있습니다.
21801,좋아하는 사람한테 관심 없는 척 하는 것도 이제 지쳐요.,충분히 지칠만 해요.
21802,좋아하는 사람한테 내가 자꾸 말거는 걸 귀찮아할까?,정말 귀찮다면 답장하지 않을 거예요.
21803,좋아하는 사람한테 닮은 사람 봤다고 카톡 보내볼까?,그렇게 대화를 이어나가는 것도 방법이에요.
21804,좋아하는 사람한테 도와달라고 해볼까?,좋아하니까 도와주었다고 생각하게 될 거예요.
21805,좋아하는 사람한테 만나자고 말해도 되나.,말해보는게 우선이에요.
21806,좋아하는 사람한테 말 거는 방법?,음료수라도 주면서 자연스럽게 근황을 물어봐요.
21807,좋아하는 사람한테 맨날 선톡하는데 부담스러워 하려나?,맨날하지 말고 조금은 여지를 줘보세요.
21808,좋아하는 사람한테 뭐라고 카톡 시작하지?,뭐하는지 물어보세요.
21809,좋아하는 사람한테 선톡하려고 하는데.,먼저 다가가는 태도 좋아요.
21810,좋아하는 사람한테 적극적인 여자 별로야?,적극적이면 오히려 더 좋을 것 같아요.
21811,좋아하는 사람한테 집까지 데려달라고 부탁해볼까?,좋아하니까 도와주었다고 생각하게 될 거예요.
21812,좋아하는 사람한테 티 안내는 사람 어떻게 생각해?,각자의 방식이 있으니 존중해야 해요.
21813,좋아하는 선배가 나한테 연락했으면 좋겠어.,먼저 연락해도 힘들어 말아요.
21814,좋아하는 선배가 있는데 선톡오게 하는 방법 좀.,먼저 연락해서 대화를 이어나가는게 더 좋습니다.
21815,좋아하는 앞에서 방구를 꼈어.,생각만해도 소름돋네요.
21816,좋아하는 애 가망 없으면 포기하는게 맞을까요?,가망이 없다면 정리하는게 덜 아플 거예요.
21817,좋아하는 애 상메가 무슨 뜻인지 모르겠어.,궁금할만 해요.
21818,좋아하는 애 친구한테 다같이 만나자고 말해도 돼?,다같이 만나면 재미있기는 하겠네요.
21819,좋아하는 애 피하는 방법 조언 좀.,동선을 어느정도 파악하는게 도움이 될거예요.
21820,좋아하는 애 피하는 중임.,마음을 정리하려나봐요.
