,Q,A
3645,좋아하는 사람 언제까지 기다릴 수 있을까요.,좋아하는 사람 언제까지 기다릴 수 있을까요.
3646,좋아하는 사람 얼굴이 이제 생각이 안나.,좋아하는 사람 얼굴이 이제 생각이 안나.
3647,좋아하는 사람 오늘 못 봐서 진짜 우울하다.,좋아하는 사람 오늘 못 봐서 진짜 우울하다.
3648,좋아하는 사람 이상형에 나를 맞춰야 할까?,좋아하는 사람 이상형에 나를 맞춰야 할까?
3649,좋아하는 사람이 나한테 먼저 연락오게 하는 방법?,좋아하는 사람한테 먼저 연락 오게 하는 방법?
3650,좋아하는 사람이 날 너무 편하게 생각해.,좋아하는 사람이 날 너무 편하게 생각해.
3651,좋아하는 사람이 날 싫어해서 죽고 싶어.,그 사람이 날 싫어해서 죽고 싶어.
3652,좋아하는 사람이 너무 냉정한데.,좋아하는 사람이 너무 냉정한데.
3653,좋아하는 사람이 너무 예뻐,좋아하는 사람이 너무 예뻐
3654,좋아하는 사람이 너무 잘생겼어,좋아하는 사람이 너무 잘생겼어
3655,좋아하는 사람이 여러명인데 괜찮겠지.,좋아하는 사람이 여러명인데 괜찮겠지.
3656,좋아하는 사람이 있는데 고백하는 건 싫어요.,좋아하는 사람이 있는데 고백 못하겠어요.
3657,좋아하는 사람이 있는데 관계에 진전이 없어.,좋아하는 사람이 있는데 진전이 없어.
3658,좋아하는 사람이 있는데 사연이 길어요.,사연이 길어요.
3659,좋아하는 사람이 있는데 씨씨야. 만나도 될까?,씨씨인데 만나도 될까?
3660,좋아하는 사람이 있는데 이제 못 봐.,좋아하는 사람이 있는데 이제 못 봐.
3661,좋아하는 사람이 있는데 자괴감 들어.,좋아하는 사람이 있는데 자괴감 들어.
3662,좋아하는 사람이 있는데 종교가 달라.,좋아하는 사람이 있는데 종교가 달라.
3663,좋아하는 사람이 있는데 할 말이 없어서 연락이 끊겼어.,좋아하는데 할 말이 없어서 연락이 끊겼어.
3664,좋아하는 사람이 있어.,좋아.
3665,좋아하는 사람이 자꾸 나한테 전여친 얘기해.,좋아하는 사람이 자꾸 나한테 전여친 얘기해.
3666,좋아하는 사람이 좋아하는 것들 따라하게 되는데 정상인가?,좋아하는 사람이 좋아하는 것들 따라하게 되는데 정상인가?
3667,좋아하는 사람이 카톡 차단한듯.,좋아하는 사람이 카톡 차단한듯.
3668,좋아하는 사람이 하는 행동에 하나씩 의미 부여하는게 짜증나.,좋아하는 사람이 하는 행동에 하나씩 의미 부여하는게 짜증나.
3669,좋아하는 사람이 행동하는 모든 게 좋아.,좋아하는 사람이 행동하는 모든 게 좋아.
3670,좋아하는 사람이랑 같은 반 돼라,좋아하는 사람이랑 같은 반 돼라
3671,좋아하는 사람이랑 벚꽃구경 가고 싶어.,같이 벚꽃구경 가고 싶은 사람 있어.
3672,좋아하는 사람이랑 종교가 다른데 괜찮을까?,좋아하는 사람이랑 종교가 다른데 괜찮을까?
3673,좋아하는 사람이랑 친구 가능해?,좋아하는 사람이랑 친구 가능해?
3674,좋아하는 사람한테 거절 당할까봐 두려워.,좋아하는 사람한테 거절 당하면 영영 끝일까 두려워.
3675,좋아하는 사람한테 집까지 데려달라고 부탁해볼까?,좋아하는 사람한테 집까지 데려달라고 부탁해볼까?
3676,좋아하는 사람한테 티 안내는 사람 어떻게 생각해?,좋아하는 사람한테 티 안내는 사람 어떻게 생각해?
3677,좋아하는 선배가 나한테 연락했으면 좋겠어.,좋아하는 선배가 나한테 연락했으면 좋겠어.
3678,좋아하는 선배가 있는데 선톡오게 하는 방법 좀.,좋아하는 선배가 있는데 선톡오게 하는 방법 좀.
3679,좋아하는 애 친구한테 다같이 만나자고 말해도 돼?,좋아하는 애 친구한테 다같이 만나자고 말해도 돼?
3680,좋아하는 애 피하면서도 우울해.,좋아하는 애 피하면서도 우울해.
3681,좋아하는 애가 1년만 기다려 달라는데 어쩌지.,좋아하는 애가 1년만 기다려 달라는데 어쩌지.
3682,좋아하는 애가 여친 사귈 마음이 없대.,좋아하는 애가 여친 사귈 마음이 없대.
3683,좋아하는 애가 연예인에 관심이 많은데 나는 관심이 없는데 무슨 얘기하지?,좋아하는 애가 연예인에 관심이 많은데 나는 관심이 없는데 무슨 얘기하지?
3684,좋아하는 애가 자자고 해서 자버렸어. 어떡해?,좋아하는 애가 자자고 해서 자버렸어. 어떡해?
3685,좋아하는 애가 좀 노는 애인데 좋아해도 돼?,좋아하는 애가 좀 노는 애인데 좋아해도 돼?
3686,좋아하는 애랑 같은 반 됐어,좋아하는 애랑 같은 반 됐어
3687,좋아하는 애랑 같이 있으면 나만 이래?,좋아하는 애랑 같이 있으면 나만 이래?
3688,좋아하는 애랑 관련된 흑역사가 많은데.,좋아하는 애랑 관련된 흑역사가 많은데.
3689,좋아하는 애랑 만나서 놀건데 뭐 먹는게 좋을까?,좋아하는 애랑 만나서 놀건데 뭐 먹는게 좋을까?
3690,좋아하는 애랑 연락 중인데 어떤 얘기를 이끌어가야할지 모르겠어.,좋아하는 애랑 무슨 얘기할까?
3691,좋아하는 애랑 영화 볼건데 액션은 좀 그렇겠지?,좋아하는 애랑 영화 볼건데 액션은 좀 그렇겠지?
3692,좋아하는 애랑 있으면 왜 쳐다보지를 못하겠지.,좋아하는 애랑 있으면 왜 쳐다보지를 못하겠지.
3693,좋아하는 애랑 전화하면,좋아하는 애랑 전화하면
3694,좋아하는 애랑 카톡하면,좋아하는 애랑 카톡하면
3695,좋아하는 애를 내가 너무 우상화하는 것 같아.,좋아하는 애를 내가 너무 우상화하는 것 같아.
3696,좋아하는 애한테 간접적으로 고백했는데 알아 차렸을까?,좋아하는 애한테 간접적으로 고백했는데 알아 차렸을까?
3697,좋아하는 애한테 말도 못 해보고 졸업했어요.,좋아하는 애한테 말도 못 해보고 졸업했어요.
3698,좋아하는 애한테 페메 해볼까?,좋아하는 애한테 페메 해볼까?
3699,좋아하는 여자 페북 친구도 아닌데 좋아요 눌렀음. 쪽팔려.,좋아하는 여자 페북 친구도 아닌데 좋아요 눌렀음.
3700,좋아하는 여자가 너무 철벽이야.,여자가 너무 철벽이야.
3701,좋아하는 여자가 다른 남자랑 친해지는게 짜증남.,좋아하는 여자가 다른 남자랑 친해지는게 짜증남.
3702,좋아하는 여자가 최근들어 연락이 늦는데 나한테 마음이 없는거겠지.,좋아하는 여자가 최근들어 연락이 늦는데 나한테 마음이 없는거겠지.
3703,좋아하는 여자가 톡을 씹어.,좋아하는 여자가 톡을 씹어.
3704,좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?,좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?
3705,좋아하는 여자랑 친해지는 방법 좀 알려줘.,좋아하는 여자랑 친해지는 방법 좀 알려줘.
3706,좋아하는 여자애 꿈을 꿨는데 눈을 못 마주치겠음.,좋아하는 여자애 꿈을 꿨는데 눈을 못 마주치겠음.
3707,좋아하는 여자애 생각하느라 성적이 떨어짐.,좋아하는 여자애 생각하느라 성적이 떨어짐.
3708,좋아하는 여자애 생겼는데 떨려 죽겠음.,좋아하는 여자애 생겼는데 떨려 죽겠음.
3709,좋아하는 여자애 앞에서 표정 관리가 안됩니다.,좋아하는 여자애 앞에서 표정 관리가 안됩니다.
3710,좋아하는 여자애가 날 좋아하게 만들고 싶은데 조언 좀.,좋아하는 여자애가 날 좋아하게 만들고 싶은데 조언 좀.
3711,좋아하는 여자애가 남친 사귈 마음이 없다는데 진짜일까?,좋아하는 여자애가 남친 사귈 마음이 없다는데 진짜일까?
3712,좋아하는 여자애가 우리 형을 좋아한다고 들음. 나 어떡하냐.,좋아하는 여자애가 우리 형을 좋아한다고 들음. 나 어떡하냐.
3713,좋아하는 여자애가 유학을 가는데 어떤 선물을 해주는게 추억에 남을까요?,좋아하는 여자애가 유학을 가는데 어떤 선물을 해주는게 추억에 남을까요?
3714,좋아하는 여자애랑 다른 반이 됐는데 어떡해.,좋아하는 여자애랑 같은 반이 됐어.
3715,좋아하는 여자애한테 무슨 선물을 줄까?,좋아하는 여자애한테 무슨 선물을 줄까?
3716,좋아하는 여자애한테 밥 먹자고 했는데 바쁘다고만 해.,좋아하는 여자애한테 밥 먹자고 했는데 바쁘다고만 해.
3717,좋아하는 여자애한테 손편지 줘도 돼?,좋아하는 여자애한테 손편지 줘도 돼?
3718,좋아하는 여자애한테 어떻게 관심 표현하는지 조언 좀.,좋아하는 여자애한테 어떻게 관심 표현하는지 조언 좀.
3719,좋아하는 여자애한테 어떻게 하면 좋은 인상을 남길 수 있을까?,좋아하는 여자애한테 어떻게 하면 좋은 인상을 남길 수 있을까?
3720,좋아하는 여자애한테 자연스럽게 페메 보내는 방법 뭐가 있지?,좋아하는 여자애한테 자연스럽게 페메 보내는 방법 뭐가 있지?
3721,좋아하는 여자애한테 화이트데이 때 사탕 주면 좋아할까?,좋아하는 여자애한테 화이트데이 때 사탕 주면 좋아할까?
3722,좋아하는 여자에 프사가.,좋아하는 여자에 프사가.
3723,좋아하는 여자에게 어떻게 연락할까?,좋아하는 여자에게 어떻게 연락할까?
3724,좋아하는 여자의 단점을 들었는데 어떻게 해야할지 모르겠어 답답해.,좋아하는 여자의 단점을 들었는데 어떻게 해야할지 모르겠어 답답해.
3725,좋아하는 여자한테 관심 없는 척 하고 있어.,좋아하는 여자한테 관심 없는 척 하고 있어.
3726,좋아하는 여자한테 관심 없는 척 하는데 잘하고 있는지 모르겠어.,좋아하는 여자한테 관심 없는 척 하는데 잘하고 있는지 모르겠어.
3727,좋아하는 여자한테 남친이 있는데 연락하고 싶어.,좋아하는 여자한테 남친이 있는데 연락하고 싶어.
3728,좋아하는 여자한테 선물해도 괜찮을까?,좋아하는 여자한테 선물해도 괜찮을까?
3729,좋아하는 여자한테 연락 하지 말자고 했는데 후회해.,좋아하는 여자한테 연락 하지 말자고 했는데 후회해.
3730,좋아하는 여자한테 표현하는게 옳은 걸까?,좋아하는 여자한테 표현하는게 옳은 걸까?
3731,좋아하는 연예인 바뀔 때마다 짝남이 바뀌는 듯.,좋아하는 연예인 바뀔 때마다 짝남이 바뀌는 듯.
3732,좋아하는 오빠 페북 친구도 안되어있는데 실수로 댓글 달았어요.,좋아하는 오빠 페북 친구도 안되어있는데 실수로 댓글 달았어요.
3733,좋아하는 오빠가 날 어리게만 봐.,좋아하는 오빠가 날 어리게만 봐.
3734,좋아하는 오빠가 최근에 연락이 계속 늦거나 이어지지 않는데 그냥 연락 끊어야 할까.,좋아하는 오빠가 최근에 연락이 계속 늦거나 이어지지 않는데 그냥 연락 끊어야 할까.
3735,좋아하는 오빠랑 친해지는법,좋아하는 오빠랑 어떻게 친해질까.
3736,좋아하는 이상형이 계속 바뀌어.,좋아하는 이상형이 바뀌어.
3737,좋아하는 티도 못내는 제가 너무 불쌍해요.,좋아하는 티도 못내는 제가 너무 불쌍해요.
3738,좋아하는 티를 많이 내도 문제야?,좋아하는 티를 많이 내도 문제야?
3739,좋아하는게 이렇게 힘들지 몰랐어.,좋아하는게 이렇게 힘들지 몰랐어.
3740,좋아하는데 걸린 시간이 보통 어떻게 돼요?,좋아하는데 걸린 시간이 보통 어떻게 돼요?
3741,좋아하는데 이전과 다를게 없을까봐 말을 못하겠음.,좋아하는데 이전과 다를게 없을까봐 말을 못하겠음.
3742,좋아하는데 자꾸 짜증나기도 해.,좋아하는데 자꾸 시비걸게 돼요.
3743,좋아하는데 전혀 티 안내는게 가능할까요?,좋아하는데 전혀 티 안내는게 가능할까요?
3744,좋아하는데 티조차 못내는게 마음 아파요.,좋아하는데 티조차 못내는게 마음 아파요.
3745,좋아하는데도 헤어지자네요.,좋아하는데도 헤어지자네요.
3746,좋아하는지 확신이 안들어,좋아하는지 확신이 안들어
3747,좋아하다 더 좋아지는 게 사랑인가?,좋아하다 더 좋아지는 게 사랑인가?
3748,좋아하던 사람 미워질 것 같아.,좋아하던 사람 미워질 것 같아.
3749,좋아하던 사람에 대한 감정으로 내가 너무 힘들어.,좋아하던 사람에 대한 감정으로 내가 너무 힘들어.
3750,좋아하던 사람하고 멀리 떨어져 있으면 더 보고 싶어져?,좋아하던 사람하고 멀리 떨어져 있으면 더 보고 싶어져?
3751,좋아하던 여자애가 남친 생겼다는대 아무렇지도 않아.,좋아하던 남자애가 여친 생겼는데 막상 아무런 느낌 안 들어.
3752,좋아하면 꿈에 나오는건가?,좋아하면 꿈에 나오는건가?
3753,좋아하면 먼저 연락해야 해?,좋아하면 먼저 연락해야 해?
3754,좋아하면 어떤 느낌일까.,좋아하는거 어떤 느낌이야?
3755,좋아하면 이용당해도 되는거야?,좋아하면 이용당해도 되는거야?
3756,좋아하면서 너무 싫어.,좋아하면서도 너무 싫은 감정 뭘까요.
3757,좋아하지 않는데 계속 연락하고 만나는거 가능한가.,좋아하지 않는데 계속 연락하고 만나는거 가능한가.
3758,좋아해,좋아해
3759,좋아했던 사람 영원히 잊을 수 없을까?,좋아했던 기억 영원히 없앨 수는 없을까.
3760,좋아했던 사람도 금방 잊을 수 있을까.,좋아했던 사람도 금방 잊을 수 있을까.
3761,좋아했던 사람에 대한 트라우마 때문에 연애를 못하겠어.,좋아했던 사람에 대한 트라우마 때문에 연애를 못하겠어.
3762,좋아했지만 고백은 못하겠어.,좋아했지만 말 못하겠어.
3763,좋아했지만 끝내 고백은 못할 듯.,좋아했지만 끝내 고백은 못할 듯.
3764,좋은 곳 오면 생각나는 사람,좋은 곳 오면 생각나는 사람
3765,좋은 관계 어떻게 유지하지,좋은 관계란 뭘까
3766,좋은 관계를 맺는 방법,좋은 관계를 맺는 방법
3767,좋은 대학 나온 사람 부러워,좋은 대학 나온 거 부러워
3768,좋은 사람 같아서 놓치고 싶지 않아.,좋은 사람 같아서 놓치고 싶지 않아.
3769,좋은 사람 있으면 소개시켜줘,좋은 사람 있으면 소개시켜줘
3770,좋은 사람들은 다 어디 갔을까,사회에서도 좋은 사람 만날 수 있어?
3771,좋은 아침,굿모닝
3772,좋은 첫인상 남게 하려면?,좋은 첫인상 남게 하려면?
3773,주름도 멋진 사람,주름도 멋져
3774,주름살 생겼어,나이먹으니까 주름살 생겨
3775,주름살이 조금씩 생긴다.,나 주름살 있나?
3776,주말에 놀꺼 추천,주말에 뭐 하고 놀까?
3777,주말에도 헬스하러 많이 오네.,주말인데 헬스장에 사람이 많네
3778,주말이 행복해,주말이 행복해
3779,주말인데 연락이 안 와.,주말인데 연락이 안 와.
3780,주말인데 연락해볼까?,주말인데 연락해볼까?
3781,주변 이성이 많은 여자친구 어떡해?,주변 이성이 많은 여자친구 어떡해?
3782,주변에서 다 별로라고 한 짝남 그냥 맘을 접어야할까?,주변에서 다 별로라고 한 짝남 그냥 맘을 접어야할까?
3783,주변에서 제가 그녀를 좋아하는 거라는데 받아들여지지 않습니다.,주변에서 제가 그녀를 좋아하는 거라는데 받아들여지지 않습니다.
3784,주식으로 돈 많이 벌었어,주식 대박 남!
3785,주식이 떨어졌어,주식 망했어
3786,주제 넘은 짓 한거 같아,내가 주제를 몰랐나봐
3787,주차장에 자리가 없어,주차할데 없어서 짜증나
3788,주차하다 긁었네 내돈,주차하다 긁었어
3789,주택 청약 가입,주택 청약 시작!
3790,죽고 못 사는 관계,죽고 못 사는 관계
3791,죽고 싶다,그만 살고싶어
3792,죽어도 아무도 모르겠지,내가 죽어도 모를 거 같아
3793,죽었던 연애세포가 살아나는 것 같아.,죽었던 연애세포가 살아나는 것 같아.
3794,죽을 때까지 함께하고 싶은 사람이 생겼어,죽을 때까지 함께하고 싶다
3795,죽음을 뛰어넘는 사람,죽음을 뛰어넘는 사람
3796,준비 안됐는데 썸남 지금 집 앞에 있대.,준비 안됐는데 썸남 지금 집 앞에 있대.
3797,줄 길거 같아,사람 많아서 기다려야할지도
3798,중2병 이라더니 진짜 속썩일 줄이야,중2 아들 때매 고민이야
3799,중2병인거 같아,중2병
3800,중고로 사길 잘 한거 같아,중고로 잘 산 거 같애
3801,중고로 샀어,중고 거래 했어
3802,중국 출장 가야할 수도 있어,중국 발령 날 수도 있어
3803,중국어 배울려면 학원 다녀야 할까,중국어 학원 다녀야 하나
3804,중국어 있는게 좋겠지?,중문 있는게 낫겠지?
3805,중국으로 진출해볼까?,나도 중국 진출해볼까?
3806,중소기업이라도 취직할까?,중소기업인데 그냥 취직할까?
3807,즉흥적인 여자친구가 고민임.,즉흥적인 여자친구가 고민임.
3808,지가 피해자래,어디서 피해자 코스프레임?
3809,지갑 바꿀까,지갑 바꿀까
3810,지갑 안 가져왔다,지갑 까먹었다.
3811,지갑 없어졌어,지갑 잃어버림
3812,지금 나오라고 하면 나올까?,지금 나오라고 하는거 예의 없음?
3813,지금 나한테 장난친거,나 갖고 장난친건가
3814,지금 남친을 별로 안좋아하는 것 같은데.,지금 남친을 별로 안좋아하는 것 같은데.
3815,지금 내가 해야 할 것,뭐하면 시간이 잘 갈까
3816,지금 노력한다고 될까,노력해도 안되는 거 같애
3817,지금 사귀고 있는 사람이랑 결혼하고 싶어,지금 사귀고 있는 사람이랑 결혼하고 싶어
3818,지금 상황을 정리하고 유학을 가자는 상대,지금 상황을 정리하고 유학을 가자는 상대
3819,지금 여친을 별로 안좋아하는 것 같아.,지금 여친을 별로 안좋아하는 것 같아.
3820,지금 연락해도 돼?,지금 연락해도 돼?
3821,지금 이 순간이 깨지지 않았으면 좋겠어,지금 이 순간이 깨지지 않았으면 좋겠어
3822,지금 자면 밤에 못 자는데 졸려,지금 자면 밤에 못 자겠지?
3823,지금 좋아하는 사람 있어?,좋아하는 사람 있어?
3824,지금 행복해,욜로!
3825,지금이라도 중국어 공부할까?,중국어 공부할까?
3826,지나가는 말로 이쁘다한 것을 다 기억해 두는게 좋은가요?,지나가는 말로 이쁘다한 것을 다 기억해 두는게 좋은가요?
3827,지는 거 좋은 사람은 없겠지,지는 거 싫어
3828,지는 게 진짜 싫어,지기 너무 싫어
3829,지진 걱정돼,지진나면 어떡하지?
3830,지진 안나겠지,지진나면 어떡해?
3831,지하철에 발 디딜 틈도 없다.,지하철에 사람이 너무 많아
3832,지하철에 자리가 없어,오늘 유난히 지하철에 자리가 없어
3833,지하철에서 겁나 멋진 사람 발견! 말 시켜 볼까,지하철에서 괜찮은 사람 봤는데 말 시켜 볼까
3834,직구로 사면 싸겠지,직구로 사야지
3835,직장에서 따돌림 당함,직장에서 왕따 당하고 있어
3836,직장에서 상사가 괴롭혀.,상사가 갈궈.
3837,직장에서 좋아하는 여자가 있으면 고백하면 안되나?,직장에서 좋아하는 여자가 있으면 고백하면 안되나?
3838,직장에서 화풀이 대상 같은데 그만둬야 할까?,직장에서 자꾸 혼나는데 그만둬야할까?
3839,직장이 괴롭다,직장에서 너무 괴롭혀
3840,직장이 맘에 든적이 없는 거 같애,직장운 없는 거 같애
3841,직장인도 방학 필요해,방학이 있었으면.
3842,진급 누락됐어,나만 진급 못했어
3843,진급에서 나만 누락됐어,진급에서 나만 빠졌어
3844,진급할 때가 된 거 같은데,왜 진급이 안 되지
3845,진급해야 할텐데,진급하고 싶어
3846,진담을 농담처럼 하는 사람,농담처럼 진담하는 사람
3847,진실된 사랑이 있을까?,진실된 사랑이 있을까?
3848,진심으로 사랑하는 여자와,진심으로 사랑하는 여자와
3849,진심으로 좋아하는 애가 생겼으면.,진심으로 좋아하는 애가 생겼으면.
3850,진심이 뭘까?,진심이 뭘까?
3851,진심일까,진심일까
3852,진정 사랑에 대해 배워가는중입니다,진정 사랑에 대해 배워가는중입니다
3853,진짜 나를 좋아하는 남자랑 사귈 걸.,진짜 나를 좋아하는 남자랑 사귈 걸.
3854,진짜 무력하다,내가 무능력하게 느껴져
3855,진짜 완전체가 있어,회사에 완전체가 있어
3856,진짜 이제 한계야,여기까지가 한계야
3857,진짜 좋아하는 애가 생겼으면 좋겠어.,진짜 좋아하는 애가 생겼으면 좋겠어.
3858,진짜 좋아하면 장거리 연애 가능?,진짜 좋아하면 장거리 연애 가능?
3859,진짜 피곤한 날,오늘 너무 피곤해
3860,질투가 너무 심한데 질투를 어떻게 줄일까.,질투가 너무 심한데 질투를 어떻게 줄일까.
3861,짐 싸야돼 귀찮아,이삿짐 싸야지
3862,집 가는 중,집에 간다
3863,집 나가서 혼자 살고 싶다.,혼자 살고 싶다
3864,집 다와서 사귀던 남자애 만났어,집앞에서 전남친 만남
3865,집 망한 거 같은데,우리집 망한 거 같은데 나 어떡하지?
3866,집 샀어,새 집 샀어
3867,집 예쁘게 꾸미고 싶어.,인테리어 다시 하고싶어.
3868,집 팔거야,집 팔려고
3869,집까지 데려다줬는데 호감? 그냥 매너?,집까지 데려다줬는데 호감? 그냥 매너?
3870,집나가도 갈 데가 없어,가출해도 갈 데가 없어
3871,집나갈까,가출할까?
3872,집들이 선물 뭐가 좋아,집들이 선물 뭐 사갈까
3873,집들이 어떻게 해,집들이 하기 싫어
3874,집들이 하라네,집들이 해야겠지?
3875,집들이고 뭐고 다 귀찮다,집들이 귀찮아
3876,집들이는 보통 누구를 초대하나?,집들이 누구 초대해?
3877,집안일 너무 많다.,집안일 해도해도 끝이 없어
3878,집안일을 못하겠어,집안일 어려워
3879,집안일이 너무 많아,집안일 쌓여 있다
3880,집안일이 안 끝나,집안일 해도 해도 안 끝나
3881,집앞에서 첫사랑 만남,집앞에서 첫사랑 만남
3882,집에 가기 싫어,집에 가기 싫어
3883,집에 감기약 없어,감기약이 없어
3884,집에 먼지가 너무 많아,청소를 안 했더니 먼지 쌓였어
3885,집에 빨랑 가고 싶다,집에 일찍 가고 싶다
3886,집에 여자친구 소개시켰어,집에 여자친구 소개시켰어
3887,집에 친구 오라고 하려고,집에 친구 초대하려고
3888,집에서 먼곳으로 데이트를 자주 가야하는데 꼭 차를 사야할까?,집에서 먼곳으로 데이트를 자주 가야하는데 꼭 차를 사야할까?
3889,집을 왜 물어보지,집이 어디냐고 왜 물어보지
3890,집이 더러워,집이 너무 지저분해
3891,집이 먼데 사귀어도 될까?,집이 먼데 사귀어도 될까?
3892,집중이 왜 이렇게 안 돼지,집중이 안돼
3893,집착같은데 걔는 뭐라고 생각할까,집착인가
3894,집착은 절대하지 말아야지,집착하지 말아야지
3895,집착을 줄이고싶어.,집착을 줄이고싶어.
3896,집착인 것 같기는 해,집착인가봐
3897,집착하는 것 처럼 보이면 어떡해?,집착하는 것 처럼 보이면 어떡해?
3898,짜여진 시간표대로 움직이고 있어,시간표대로 움직여
3899,짜장면 시켰어,블랙데이인데 짜장면 같이 먹을 사람이 없어
3900,짜증나,보기만해도 짜증이 나지
3901,짜증나게 해서 일단 나왔어,짜증나서 집 나왔어
3902,짜증만땅,짜증난다
3903,짝남 고민 들어줄래요?,짝남 고민 들어줄래요?
3904,짝남 관련 악몽을 꿔.,짝남 관련 악몽을 꿔.
3905,짝남 나한테 마음 있는지 궁금해.,짝남 나한테 마음 있는지 궁금해.
3906,짝남 내일 모레 출국이래.,짝남 내일 모레 출국이래.
3907,짝남 내일 출국인데.,짝남 내일 출국인데.
3908,짝남 때문에 너무 우울하고 혼란스러워.,짝남 때문에 너무 우울하고 혼란스러워.
3909,짝남 때문에 마음이 아픈데 어떻게 해야할지 모르겠어.,짝남 때문에 마음이 아픈데 어떻게 해야할지 모르겠어.
3910,짝남 생각할수록 정리 되는 듯.,짝남 생각할수록 정리 되는 듯.
3911,짝남 섞인 술자리 갈 예정.,짝남 섞인 술자리 갈 예정.
3912,짝남 알바 그만둬서 이제 못만나는데 단톡방 친구추가 해서 갠톡하면 별로인가?,짝남 알바 그만둬서 이제 못만나는데 단톡방 친구추가 해서 갠톡하면 별로인가?
3913,짝남 어떻게 해보지도 못하고 그냥 연락 끊긴지 오래됐는데 연락하는 거 오바야?,짝남 어떻게 해보지도 못하고 그냥 연락 끊긴지 오래됐는데 연락하는 거 오바야?
3914,짝남 여친 생겼네.,짝남 여친 생겼네.
3915,짝남 여친 있는지 없는지 어떻게 알아내?,짝남 여친 있는지 없는지 어떻게 알아내?
3916,짝남 일년 째 멀리서 지켜보기만 하는 중.,짝남 일년 째 멀리서 지켜보기만 하는 중.
3917,짝남 있는데 소개 들어오면 받나요?,짝남 있는데 소개 들어오면 받나요?
3918,짝남 잊으려고 나 혼자 나쁘게 생각하는 내 자신이 증오스러워.,짝남 잊으려고 나 혼자 나쁘게 생각하는 내 자신이 증오스러워.
3919,짝남 잊으려고 하는데 인스타에서 자꾸 보여요.,짝남 잊으려고 하는데 인스타에서 자꾸 보여요.
3920,짝남 전여친 못잊는거 보는게 너무 맘이 아파.,짝남 전여친 못잊는거 보는게 너무 맘이 아파.
3921,짝남 정리 잘하고 있었는데 자꾸 꿈에 나와.,짝남 정리 잘하고 있었는데 자꾸 꿈에 나와.
3922,짝남 줄건데 센스있는 선물 추천해주세요.,짝남 줄건데 센스있는 선물 추천해주세요.
3923,짝남 표정 안좋아서 괜히 신경 쓰여.,짝남 표정 안좋아서 괜히 신경 쓰여.
3924,짝남 프사 자음이 궁금해요.,짝남 프사 자음이 궁금해요.
3925,짝남 프사랑 비슷한거 하고 싶은데 해도 될까?,짝남 프사랑 비슷한거 하고 싶은데 해도 될까?
3926,짝남과 자연스럽게 친해질 수 있는 방법 있을까?,짝남과 자연스럽게 친해질 수 있는 방법 있을까?
3927,짝남네 집에서 친구들이랑 집들이 가는데 뭐 사갈까?,짝남네 집에서 친구들이랑 집들이 가는데 뭐 사갈까?
3928,짝남보다 더 나은 사람은 없을거야.,짝남보다 더 나은 사람은 없을거야.
3929,짝남에게 같이 옷보러가자고 해도 될까?,짝남에게 같이 옷보러가자고 해도 될까?
3930,짝남에게 밤에 자주 산책하자고 해도될까?,짝남에게 밤에 자주 산책하자고 해도될까?
3931,짝남에게 빼빼로 줘도 될까,짝사랑한테 빼빼로 줘도 될까
3932,짝남은 나를 싫어하나봐 기분 탓인지.,짝남은 나를 싫어하나봐 기분 탓인지.
3933,짝남은 나한테 관심이 없는 것 같애.,짝남은 나한테 관심이 없는 것 같애.
3934,짝남은 짝남일 뿐인가.,짝남은 짝남일 뿐인가.
3935,짝남을 반에서 공개적으로 좋아하는게 나을까요?,짝남을 반에서 공개적으로 좋아하는게 나을까요?
3936,짝남의 여사친들 보기 질투나.,짝남의 여사친들 보기 질투나.
3937,짝남의 전 여친 등장.,짝남의 전 여친 등장.
3938,짝남이 갑자기 못나 보여.,짝남이 갑자기 못나 보여.
3939,짝남이 고시생이면 기다려야 하나요?,짝남이 고시생이면 기다려야 하나요?
3940,짝남이 곧 군대를 가요.,짝남이 곧 군대를 가요.
3941,짝남이 공무원준비를 한다는데 고백하면 방해가 될까?,짝남이 공무원준비를 한다는데 고백하면 방해가 될까?
3942,짝남이 공시생이면 어떻게 하죠?,짝남이 공시생이면 어떻게 하죠?
3943,짝남이 나를 떠보는 걸까?,짝남이 나를 떠보는 걸까?
3944,짝남이 나를 좋아하는 애의 친구인데 어떡해?,짝남이 나를 좋아하는 애의 친구인데 어떡해?
3945,짝남이 나한테 관심 없어보여도 계속 연락하고 들이대?,짝남이 나한테 관심 없어보여도 계속 연락하고 들이대?
3946,짝남이 나한테 먼저 연락왔으면 좋겠어.,짝남이 나한테 먼저 연락왔으면 좋겠어.
3947,짝남이 나한테 여지준 것 같아.,짝남이 나한테 여지준 것 같아.
3948,짝남이 날 너무 편하게 생각해.,짝남이 날 너무 편하게 생각해.
3949,짝남이 날 신경쓰는 것 같은 건 내 착각일까.,짝남이 날 신경쓰는 것 같은 건 내 착각일까.
3950,짝남이 날 좋아하게 할 방법이 있을까?,짝남이 날 좋아하게 할 방법이 있을까?
3951,짝남이 남친이 되었어요.,짝남이 남친이 되었어요.
3952,짝남이 내 친구 좋아하는 현실 어떻게 받아들여요?,짝남이 내 친구 좋아하는 현실 어떻게 받아들여요?
