,Q,A
1196,"여름에 돈 벌어서 서울 투어도 한 번 해야겠어요. 서울 많이 올라가도 사실 서울 잘 모르고, 물론 친구랑 서울 가보길 했지만 그때도 좀 한정적이었어요 2박 3일. 뭔가 놀러 가고 싶어요, 서울.","제주도는 차 없어서 좀 무리고, 사실 근데 서울 가는 돈이면 부산에서 배 타고 후쿠오카 가도 돼요. 가깝고도 먼 곳이 서울이에요."
1197,"헉 수박. 채소나 과일 하나에 꽂히면 한동안 그것만 먹는 습관이 있어서 한 달 내내 수박으로만 끼니를 해결한 적이 있는데, 과일은 산성이라 위가 상함과 동시에 수분이 많아서 피부가 아주 촉촉하고 유수분 밸런스가 딱 맞아서 무척 좋았던 경험이 있어요.","아니, 모씨님 어떻게 살아계신 거예요."
1198,퇴근했어요! 오늘은 제발 오전에 깨지 않게 해주세요!,얼른 들어가서 자요!
1199,양꼬치 가게가 엄청 많이 생겼는데 양꼬치 집은 잘못가면 누린내가 엄청 심하대서 함부로 모험을 못 하겠어요. 가격도 비싸고요.,그죠. 막상 가서 확 그러면 좀 슬프고요.
1200,이 가방이죠? 백팩 너무 예쁜데 가격이 안 예뻐요.,얼마에요?
1201,사람들은 부에 대해서 한층 자연스럽게 생각하는 것 같았어요. 가격과 가치의 비례에 대해서 사회적으로 단단한 합의가 있다는 생각을 했어요. 다들 호들갑 떨지 않고도 사치를 해요.,각자 지불할 수 있는 수준에서 최선을 즐길 수 있어요. 어느 수준의 가치를 얻기 위해서는 얼마만큼의 값을 지불해야 하는지 그 체계가 갖춰져 있는 것이에요. 음 다시 봐도 너무 좋아요. 
1202,역시 이 시간에 버스를 타야 사람이 없어요. 좋은 타이밍이에요.,만원 버스 지옥이에요.
1203,나 코끼리 열차 타요!,코끼리 열차 최고예요!
1204,아 지옥철에 있어요. 살려줘요.,인천에서 버스 타지 왜 지하철 타고 천안을 갈 생각을 했어요.
1205,엄마가 너무 촉감이 좋다고 어제 사서 가져오자마자 뺏어서 안고 주무셨어요. 오늘 가게 가져가신다고 하나 더 사라고 하셨어요. 인형 처음으로 뺏겨봐요. 하나 더 살 거예요.,저거 진짜 좋아요. 나 생일 때 나한테 주는 선물이랍시고 샀는데 대만족이에요. 지금은 베개 겸 죽부인이 됐어요.
1206,지금 체험학습 가고 있어요. 버스 기다리고 있는데 20분 남았네요.,우와 잘 다녀오세요.
1207,요새 액정 바꾸는 비용 어떻게 되나요. 완전히 깨졌는데 신기하게도 타자는 잘 먹혀요. 진짜 살짝 떨어뜨렸는데 이런.,노트7이라면 10에서 20만 원 일 거예요.
1208,"생긴지 좀 된 거지만, 지나갈 때마다 신기한 사과자판기. 과자는 아 그렇군 하는데 사과는 진짜 신기해요.",우리 학원에도 있었으면 좋겠어요. 배고프면 뽑아먹게요.
1209,내 발목 나간 거 같아요.,"병원 꼭 가고, 가서 물리치료 시키면 주기적으로 물리치료 꼭꼭 잘 받으세요. 발목 안 좋은 사람으로서 해주는 조언이에요."
1210,9시 수업인데 아직도 학교까지 20분이나 더 가야 해요. 지각이에요.,그것은 통학하는 사람의 비운이에요.
1211,휴강 공지를 안 하다니요. 또 다른 내가 나올 것 같아요.,헉 그럴 때 참 짜증 나죠. 저는 보충강의 수업하는 날이었는데 30분 동안 기다렸는데 선생님이 안 오셨어요. 물어보니 보충강의 수업을 까먹으셨대요.
1212,"날씨 대박, 하늘 대박이에요.",어디 가요.
1213,어제 몇 시에 잔 거예요.,3시요!
1214,"노트북 사기로 결정했어요! 밖에서 작업할 일이 많으니 LG 그램으로요! 근데 아직 모니터 사이즈를 뭐로 할지 정하지 못했어요. 13은 너무 작을 것 같고 15는 너무 클 것 같고, 14 할까요?",14.5? 역시 가게 가서 실물 보시는 게 가장 좋을 거 같아요.
1215,포켓 와이파이 해외에서도 잘 터질까요?,저 일본 갔을 때 썼었는데 제 에그보다도 훨씬 더 잘 터져서 놀랐어요. 방방곡곡 콸콸콸!
1216,"비행깃값, 호텔 값, 놀고먹는 값 계산하면 대략 60만 원정도 될 거 같은데, 아마 남길지도 모르겠어요. 그러면 막 쓰고 올 거예요.",와 루시님 어디 가세요.
1217,8월에 베트남 다낭 여행 가요. 야호!,다낭! 항상 티비로 만 봤어요.
1218,아 지하철 타는 거 너무 힘들어요.,맞아요. 저도 진짜 일본 가서 미아 될 뻔했어요.
1219,일어나셨나요! 저는 가는 중이에요.,네! 저도 가는 중이에요. 거의 다 와가요.
1220,아싸 라멘 가게에서 뽑기 4등 뽑아서 콜라 공짜에요.,헉 무려 콜라가 공짜! 좋겠어요.
1221,즐거운 여행하고 계시나요?,조금 늦게 가게 됐네요.
1222,이제 집들이만 하면 돼요!,치킨에 술 들고 가면 돼요?
1223,우리 집만 그런 건지 모르겠지만 오늘 날씨 되게 선선하네요.,밖은 추워요.
1224,"전화했어요. 월요일부터 다시 원래 일터로 돌아가요. 나 할 수 있을까요? 많이 걱정이에요. 잘까지는 안 바라요. 오늘과 주말을 즐기자, 잘 할 수 있어요!",잘 할 수 있어요!
1225,일본 가서 음식 파티 하고 싶어요. 뭣보다 이번엔 혼자 가니까 뭐 먹으려는 의욕도 별로 안 나요. 편의점 음식만 사서 호텔에 계속 있지만 않으면 다행일걸요.,혼자 가면 확실히 늘어지는 거 있죠.
1226,머리하러 언제 가요?,이번 주에는 꼭 가야 한다고 생각하고는 있어요. 오늘 늦게 끝나서 못 가요.
1227,아 몸이 너무 으슬으슬해요. 비단 추운 거 때문만은 아닌 것 같아요.,헉 메이비님 얼른 쉬세요.
1228,내일은 아르바이트하는 날이에요. 그래도 다음 주에 아르바이트비 받으니까 힘내야죠.,저도 다음 주만 참으면 월급이에요.
1229,2020년 전에 가게 문 닫고 취직할 거예요.,그전에 초대 좀 해줘요.
1230,엎어져 넘어져서 무릎 다 까지고 바지에 구멍 났어요. 엄청 아파요.,"어떡해, 많이 다쳤어요? 꼭 씻고 약 발라요."
1231,"정말 좋아하는 가게가 새로 옮겨서 들렀는데 아쉬운 점이 보이면 꾹 참아요. 의견 제시하는 것이 마냥 좋게만은 받아들여지지 않을 것 같아서요. 성격이 그냥 속으로 생각하고 넘기는 건데 아니, 그래도 너무 아쉬워요. ","익명 메일이라도 보내 보시면 어때요? 좋은 뜻으로 한마디 하는 건데, 아니면 뭘 사들고 가서 말해봐요."
1232,"헉 쯔리님, 사신 신발 너무 예뻐요. 난 그 가격이랑 같은 배달음식 시켜 먹었어요.","같은 값으로 전 몸의 겉을 꾸미고, 사장님은 몸의 속을 채우신 차이일 뿐이에요."
1233,집에 커피 캡슐 시킬 때가 됐어요.,"캡슐커피 처음 먹었을 때, 대체 물이 어디에 있어서 이 조그만 캡슐에서 이만큼이 나오지? 했었는데 나중에 직접 사고 나서 보니까 물통이 있었구나 깨달았어요."
1234,투명 명함 일주일 걸리는 거 아니었어요?,"건 수를 다량으로 해본 적은 없지만, 5건 미만일 때 거의 3~5일 만에 왔어요."
1235,뭐 먹을까 고민하다가 결국 오래간만에 간장 계란 볶음밥! 평소엔 귀찮아서 그냥 간장 참기름에 비벼 먹는데 진짜 오랜만이네요. 역시 간장과 참기름은 자취하는 사람들의 가장 친한 친구예요.,아 휘엔님도 계란이군요.
1236,월요일부터 1200kcal 이하로 먹고 운동 30분씩 하고 그래야겠어요.,좋아요. 저 피티 받고 운동 중이니 가끔 물어보세요! 혼자 5kg까지 감량해봤는데 근육량이 적어서 근육 키우려고 피티 중이에요.
1237,아아 오늘 후배랑 부딪혀서 날아갔는데 손목 엄청 아파요.,헉 손목 괜찮으세요? 
1238,선풍기 왔어요. 너는요?,나 집에 와 있대요. 빨리 가고 싶어요.
1239,오구 언니 자취방 한 번 찾아가야 되는데요. 지난번에 먹은 보쌈에 대한 보답도 할 겸 해서요.,이거 이제야 봤어요. 아직 정리 다 안됐는데 정리되면 놀러 와요. 멀고 먼 가구 조립의 길.
1240,정말 예쁜 케이크 사 왔어요. 먹기 아까울 정도로 예뻐요.,헉 너무 예뻐요. 맛나게 드세요!
1241,오늘 보드게임 사려다가 가격 생각보다 너무너무 비싸서 마음에 상처 입었어요.,불독게임기요?
1242,알바 새로 시작했어요.,무슨 알바예요?
1243,아 커피 한 잔만 더 마시고 싶어요.,우리 가게 와요. 제가 원하는 걸로 한 잔 만들어 드리겠습니다. 
1244,겟아웃 보고 왔어요. ,그거 어땠어요? 호불호가 좀 갈리던데요.
1245,오늘 저녁은 제육볶음! 아까 반찬 가게에서 사 와서 그냥 구워서 먹으면 돼요. 반찬가게 최고예요.,맛있게 드세요 시아님!
1246,그냥 집에 있어도 이유 없이 향수 뿌리고 싶을 때가 있어요.,뿌리면 돼요. 물론 가격을 생각하고 한 번에 몇 원인지 생각하면 전 조용히 내려놓지만요. 너무 비싸요. 
1247,"나 자취방 보면서 책상이 다 작아서 왜 이렇게 작아 내 책상 진짜 크다 이랬는데 엄마가 너 그거 책상이 아니라 4인용 식탁이야 이래서 엄청 웃었어요. 식탁이었구나, 어쩐지 크고 좋았어요.",미치겠어요. 너무 웃겨요.
1248,"반팔, 반바지 입고 가야 하나요. 근데 저녁에 너무 추워요.","반팔에 반바지 입고, 가디건이나 담요를 챙기는 건 어떨까요!"
1249,"한국에 가게 됐어요, 9월! 기대돼요.",오셔서 뭐 할 거예요?
1250,곧 일본으로 가요!,잘 다녀오세요! 어디로 가시나요?
1251,쑥절편 먹고 있는데 손님이 말 걸면 당황스러워요.,저도 하나만 주세요. 
1252,이거 참고로 복수응답 안돼요.,진짜요? 저 좀 많이 보냈는데 하나만 갔어요?
1253,망했어요. 11시까지 어떻게 친구 기다리죠.,밖에서요? 
1254,이틀 아르바이트하는데 주말 동안 8시에 출근이라니요.,"주말은 늦잠을 잘 수 있는 유일한 날인데, 힘내서 열심히 하고 와요."
1255,헉 저 망고 과일은 처음 봐서 너무 신기해요. 헉,망고 까면 씨 보고 또 놀라실 거예요.
1256,아빠가 사온 체리에요.,맛있겠어요. 나도 상큼한 과일 먹고 싶어요.
1257,여기서 가부터 다는 아예 똑같은 메뉴인데 가격이 세 가지나 있어요.,피자 선택 범위 같은 건요? 
1258,맛있어요.,아메리카노에요?
1259,내일 팔 거 생겼어요. 나 공책 정말 많아요.,공책이랑 연필이요.
1260,금요일에는 원래 뭐 먹어도 살 안 쪄요.,이 감자과자 맛있나요? 저번에 사 먹으려다가 안 먹었어요.
1261,오랜만에 엄마 가게 갔었는데 예쁜 꽃이 있었어요.,헉 꽃이 너무 예뻐요.
1262,"무릎에서 뚜둑 소리 나고 나서 아플 때는 차가운 게 좋을까요, 아니면 따뜻한 게 좋을까요?",으악 그럴 때는 근력운동? 아니면 온 찜질? 뚜둑은 어떻게 해야 하죠. 걱정이에요.
1263,"밀가루 음식, 과자, 술, 가공식품, 유제품 안먹은 지 79일, 그 동안의 변화체중 감량 약 7kg, 얼굴피부 여드름 거의 사라지고 양쪽 피부 좋아졌어요. 장건강 눈에 띄게 개선됐어요. 이제 약 21일 남았어요.",헉 그럼 평소에 어떤 거 드시면서 버티셨나요?
1264,어쩐지 우리 동네 아딸 간판이 갑자기 다른 떡볶이 가게 이름으로 바뀌었더라고요.,갑자기 간판이 바뀐 케이스 중 제가 본 최고 걸작은 짬뽕의 전설이 짬뽕의 진실이 된 거였죠. 점 두 개가 빠졌어요.
1265,사진전 가게 되면 뭐 타고 가요?,기차 타고 가겠죠?
1266,내일 서울 도착해서 나중에 사면 되겠죠. 어디든 화장품 가게 있을 거라 믿어요.,엔간한 화장품 가게에 다 팔 거예요 아마!
1267,어서 아르바이트비 받고 싶어요. 돈 쓸 곳이 너무 많아서 안되겠어요. 가계부를 써야겠어요.,메모장에 쓰시는 게 가장 꾸준하실 거예요.
1268,회사 근처 새로 생긴 초밥집의 활어회덮밥. 여기에 삼치구이랑 후식으로 요구르트 맛 샤벳 같은 것도 주세요.,저 밥 위쪽에 있는 건 메밀이에요?
1269,초콜릿 사서 가나슈 만들어 놓고 아침마다 크로아상에 발라 먹고 싶은데 가나슈 보관해도 되나요?,"냉동보관으로 이틀이에요. 앗, 아니네요. 실온에 이틀이고 냉장고에 한 달이에요."
1270,"맞아, 우리 일요일에 언제 만나요? ","헉 그러게, 몇 시에 만날래요? 나 그 날 10시 30분까지만 들어가면 돼서 여유 있어요!"
1271,아무도 없는 집에 굳이 빨리 들어갈 이유가 없으니 잠시 어디 신나는 곳으로 놀러갈까 잠시 고민했다가 그냥 집에 가기로 했어요. 날씨가 조금만 더 좋았다면 아마도 어디라도 갔겠지만 역시 나는 집돌이에요. ,오늘 날씨 좋던데요. 이런 날씨를 좋다고 해야 하는 게 좀 슬프지만 보게 드물게 따뜻한 날이에요!
1272,목감기에서 코감기로 넘어왔나봐요. 재채기가 멈추질 않네요.,약은 드셨나요.
1273,근데 손목보호대 이거 그냥 아무거나 껴도 되는 거예요?,"디자인 보고, 가격 보고 따져보는 거죠. 뭐, 손목만 감싸는 건 별로라던데 엄지 끼고 둘둘 마는 형은 또 손가락이 끼어서 아프더라고요."
1274,플레이 엑스포 가요.,오 올해도 하는군요. 작년에 갔었어요.
1275,종합 경기장 근처에 밥 먹을만한데 있어요? 편의점이라던가 그런데요.,초계 국수 가게가 그 근처래요.
1276,캡처 한다고 죽을 뻔했어요. 생일이니까 신나게 놀 거예요.,생일 축하해요!!! 세상에서 가장 행복한 날 되세요!! 
1277,오늘 뭐 하고 놀아야 잘 놀까요.,PlayX4요.
1278,저 일단 지금 출근 중이에요. 챙길 거 다 챙기긴 한 것 같은데 두고 온 거 있으면 네가 좀 도와줘요.,지금 너무 실감 안 가고 비몽사몽 하네요.
1279,"아니요, 예뻐요!!",고마워요.
1280,"오늘 밥이나 음식 드실 분들 종합운동장 안에서 해결하려고 하시면 힘들어요. 사람 터지고 가격 많이 비싸요. 그니까 지하철 한 정거장 가면 구 신촌역, 잠실새내역 가면 먹을 거 완전 많고 가격도 나름 저렴해요! 걸어가셔도 가깝고요.",구 신천역이에요! 우리동네에요.
1281,나는 콘서트 가서 화장실 가본 적 없어요.,저도요.
1282,다해가요. 다해가요.,다하시면 식사하시고 푹 쉬세요!! 
1283,대구 시내에서 갈 가게 추천 좀 해주세요.,여기 맛 미쳤어요. 올해 먹은 것 중에 제일 맛있어요.
1284,네. 제가 오늘 그 병아리에요.,어디 있어요??
1285,저 짐이 왜 이렇게 많아요? 어디 피난 가요?,나도 그래요.
1286,전부터 맛이 궁금해서 사봤어요. 가격은 2천 원이에요.,후기 좀 알려주세요.
1287,혹시 어디 계세요??,저는 택시 타고 따로 가고 있어요! 
1288,서강대 앞에 맛있는 샌드위치 집 있나요?,서브웨이랑 이삭 토스트랑 무슨 핫도그 가게 있어요.
1289,대학병원에 사랑니 발치 검사 왔어요. 무서워요.,사랑니 발치 그까짓 거 별거 아니에요!!
1290,오사카에서 여긴 꼭 가야 한다 하는 곳 추천 좀 해주세요. ,도톤보리 가라오케관이요.
1291,아무도 전시회 안 왔어요??,이제 일어났어요.
1292,"부산에서 아주 유명한 덕천동에 있는 수제버거 가게, 육즙 살아있고 수제버거치고 가격도 저렴한 편이네요.",여기 상호가 어떻게 되나요? 
1293,과제하는데 괜찮나요?,괜찮아요. 저야말로 이렇게 말했지만 샤워하고 나서 킬 건데 괜찮을까요?
1294,티켓 잃어버렸어요.,어떡해요. 찾아봤어요?
1295,인천도 지하철 하나에요??,"인천 지하철 1호선, 2호선 있어요."
1296,생각해봤는데 한국 1인분 양이 좀 많은 편인 것 같아요.,맛없는 게 값싸고 양이 많아요. 나는 맛있고 적당한 가격에 양도 적당했으면 좋겠어요. 그러니까 양은 좀 더 줄이고 맛이 더 있었으면 좋겠어요. 맛은 결국 재료가 좋아야 하니까 비싸지겠죠.
1297,핫도그 먹고 이디야 왔어요.,맛있었겠네요! 저도 먹고 싶어요.
1298,부산 오면 부산대학교역 가까이 있는 도야 돈가스집 가세요. 가격대비 고기도 두껍고 고기가 부드럽기 그지없고 소스도 너무 맛있어요.,가면 형이 사주는 거죠?
1299,"여름 향수 사야되는데 항상 고민하지만, 매번 같은 거 사게 되나 봐요.",뭐 쓰시는데요? 
1300,오늘 저녁은 반찬가게 표 부대찌개에요.,라면 수프 좀 더 넣으면 맛있어요.
1301,엄마는 외계인 블라스트 캇쨩 주고 싶은데 기프티콘이 없어요.,다른 거 말고 그걸로 주고 싶은데 출시된 지 얼마 안 돼서 기프티콘이 없어요!!
1302,어제는 서늘해서 일하다 도망가고 싶었는데 버스인데도 하늘색 예쁘네요.,날씨 좋네요.
1303,아침은 치킨 카레 먹고 잠시 휴식이에요.,어디 쪽으로 가셨나요? 
1304,어제 결국 탈색 뿌리할 겸 다시 했는데 염색 못 하겠어요. 머리 상할까 봐요. 백발마녀가 되어 버렸어요.,클레이님 백발 미녀요!! 저도 옛날에 탈색한 적 있어요.
1305,나 오늘 캐디 자체 휴일이에요.,어디 아파요???? 
1306,청포도랑 블루베리 에이드 중에 뭐 먹을까요? ,청포도요! 
1307,병원 가요.,어디 아파요?
1308,가장 중요한 건 가격인데 말이죠.,"가격 77,000원 이래요."
1309,다이소 신제품 얻었어요.,플라밍고 너무 예뻐요. 저 퀄리티가 다이소라니요.
1310,얼마에요?,모르겠지만 일단 사려고요.
1311,여러분 아이스크림 5개 먹으면 엄마가 눈치챌까요?,언니 도대체 몇 개를 먹는 거예요??
1312,편의점 보이면 바로 대왕 비타 오백 마실 거예요.,언니 나 엄청 강력한 비타민 있어요!!!
1313,바다 포기요. 다음 주에 어차피 뮤지컬 보러 해운대 가니까요.,언니 해운대를 옆 동네 가듯이 가네요.
1314,손목 아파요. 병원 가야 하나 진짜 아파요.,병원 갔어요?
1315,우리 먀니 꼬까옷 입혔어요.,이쁘네요. 언니 잠실이에요?
1316,  안녕하세요 독촉봇님! 혹시 이번에 신청할 때 부모님 공인인증서가 필요한 부분이 있었나요? ,이번이 첫 신청이시라면 필요하실 거예요! 가구원 동의에 가셔서 확인하실 수도 있고 기본적으로 1학기 때 신청하셨다면 아마 필요 없으실 거예요! 
1317,그림러님들 태블릿 추천 좀 해주세요.,가격 어디까지 괜찮아요?
1318,렌즈 끼는 분들 여행 가서 어떡하나요? 아침부터 밤까지 밖에 있는데 그냥 계속 끼고 있나요?,전 거의 그러면 인공눈물 챙겨요. 근데 혹시나 눈 아프면 뺴야 하니 렌즈 통이랑 안경 필수로 챙겨가요.
1319,이 집 부러워요. 꽃 완전 예뻐요. 저는 벌 싫어해서 꽃 키우는 거 싫어해요. 벌 무서워요.,벌이 진짜 많이 오긴 해요. 올해 매화 폈을 때마다 꽃 반 벌 반 있었어요. 다행히 벌들이 꽃에만 관심이 있었지요.
1320,정장 샀어요. 완전 내 옷이에요.,난 정장 없어요.
1321,여권 기간 5년인가요? 10년인가요? ,10년도 있어요.
1322,일본여행 여행사로 가니까 진짜 편하긴 편했어요. 버스 타고 다녀서요. ,직접 계획 짜고 교통비 계산하고 하는 게 재밌을 것 같은데 교통비 많이 들 것 같아요.
1323,벨이 지금 잠실이에요??,아니요. 허리 다쳐서 아예 못 나가고 있어요.
1324,혹시 언제쯤 팬 사인회 장소에 오세요?,지금 버스 타고 가고 있어요!! 도착하셨어요?
1325,오버 토끼도 봤고 언니가 뽑아줬어요.,밤님 안녕하세요! 혹시 어디서 뽑으신 것인지 여쭤봐도 되나요? 잘 뽑히는지도 덤으로 알려주세요.
1326,내일 3차 경연 끝나고 카카오택시 그거 해서 택시 타고 갈 건데 안 위험하겠죠!,카카오택시 안전해요. 타고나서 별점 매길 수도 있어요.
1327,나는 내 몸에 밥이 맞나 면이 맞나 빵이 맞나 그런 것 좀 알고 싶어요.,전 면을 제일 좋아해요.
1328,"아, 좀 쉬니까 다시 일하기 싫어요.",그런데 베란다 엄청 멋있어요!! 여름에 모기장치고 창문 열 면 천국일 거 같아요.
1329,좋네요. 나도 나갈까요?,네. 여기로 와요. 외로워요.
1330,중성화를 시켜야 할까요?,중성화시키면 건강에도 좋고 수명도 늘어나요. 특별히 자손을 남기실 생각이 없으시면 중성화 추천해 드려요.
1331,고디바라는 초콜릿 전문점에 왔어요!! 저 작은 초콜릿 1알에 3900원이래요!!,어떤 맛일지 먹어보고 싶네요!
1332,KTX 처음 타봤는데 생각보다 빠르지 않네요. 라고 생각한 순간부터 귀가 먹먹해졌어요.,그거 저 처음 탔을 때 그랬어요.
1333,타르타르는 자몽 타르트가 최고에요!,자몽이에요.
1334,겐로쿠 우동은 양이 무한 리필이라서 좋아요. 곱빼기 리필 해서 먹어요.,비슷하게 아비꼬도 좋아요! 무한 리필이라서 맨날 치킨 세트 시켜놓고 카레 한 번 밥 한 번 리필 해요.
1335,님 저녁먹었어요?,같이 먹어요. 늦지 않았다면 말이죠.
1336,머리 자랑하러 왔어요. 아래는 주황색이고 위는 노란색이에요. 예쁘죠!,그래도 진짜 예뻐요. 예쁜 머리색이에요.
1337,"곤약젤리 사고 싶어요. 부산에서만 살 수 있다고 하던데, 어떻게 살 수 있나요?",전국에 팔아요! 다만 가격이 좀 비싸죠 현지보단.
1338,귀여워요.,기다려요. 가고 있어요. 이제 곧 내려요.
1339,식지도 않았는데 날름날름 집어 먹어버렸어요.,빵인가요? 쿠키인가요?
1340,승모근에 튀어나온 점 너무너무 빼고 싶어요. 맨날 잡아 뜯는데 빠질 리가 없죠. 점 하나 빼러 가도 빼주나요?,"점은 개당 가격으로 쳐서 한 개도 해줄걸요! 근데 두꺼운 거, 깊은 거 그런 거는 여러 번 해야 하는 거로 알고 있어요."
1341,혼자 먹으려고 시켰는데 꼬치가 5개나 왔어요.,맛있겠어요!!
1342,집이에요!!!,생각보다 일찍 왔네요! 고생 많았어요. 밥은 잘 챙겨 먹었어요?
1343,과외 갔다 와서 4층 가고 다시 가고 오늘 이렇게 하면 내일은 널찍하니까요. 내일 조금 쉬어야지요.,유독 일정이 빡빡해진 토요일이네요.
1344,"살까 고민 중인 운동화들이에요. 포니, 스프리스, 휠라와 메로나 콜라보.",저 포니 민트색 저거 어제 보고 왔어요.
1345,내일 몇 시에 만날까요?,우리 2시 영환가요?? 12시쯤 만나서 점심 먹을까요??
1346,재밌겠네요!!! 다들 즐거워 보여요. 난 삼겹살에 소주를 마시러 가겠어요.,저도 삼겹살 좀 주세요.
1347,맙소사. 슈아누나님을 못 뵈었어요.,내일은 언제 오시나요. 제가 내일은 꼭 만날게요.
1348,드디어 우리 가게가 독자적인 사업명을 가지게 되었어요. 용산에서 목표 하나 달성했네요.,축하드려요!!
1349,너무 기뻐요.,가게 독립은 위험하지 않아요?
1350,지금 쓸데없이 돈 쓰러 가는 길이에요.,돈을 써버림으로 존재 증명하기네요.
1351,"결국, 무서운 거 참고 불한당 보기로 했어요. 갑자기 쾅 하면 쓰다듬을 인형이 필요할 것 같아서 지금 인형뽑기 가게에 들어왔어요.",당연히 실패하죠. 유키님은 바보에요. 인형 없이 들어가야 해요.
1352,제 옆 자리분 왜 안오시죠?,안 오면 말해 줘요. 거기로 가게요.
1353,숙제하기 싫어서 탈주 중이에요.,저도 탈주 중이에요.
1354,한참 남았지만 10월에 일본 가는데 그때 구매대행 가능해요. 근데 도쿄에만 있을 거라 도쿄에 있는 가게들에서만 구매대행 가능해요. 아직 4개월이나 남았지만 10월에 갈 때 부탁하시면 구매대행 해 드릴게요.,대박. 서비님 그때쯤 문의해도 될까요?
1355,"맞다, 빠다님이랑 알파 문구 가기로 했었어요.",체력 아껴야 돼요. 못 나가요.
1356,"이번에 새로 나온 무민 우유에요!! 가격은 2,200원이라 쓰여 있길래 2,200원인 줄 알았는데 1,900원 주고 사 왔어요!! 피규어 귀엽네요.",그거 신제품 나왔다고 할인하더라고요!! 지금 저는 이만큼 쌓였어요.
1357,분홍이 사려다 옆에 있어서 산 리본. 의외로 마음에 들어요. 앞머리 자르기 귀찮아요.,"이거 루어도 있어요!!! 리본은 안 어울리지만, 분홍은 꽤 애정 하는 물건이에요. 나는 옆머리 고정용으로 써요. 이 참에 하나 더 살까 봐요."
1358,진돗개를 사랑하고 특별하다고 생각해요. 특별히 잘생겼어요. 생각이 참 깊어 보인단 말이죠.,진돗개는 잘생겨서 멍청 미도 있는데 반전매력이라서 헤어나올 수 없어요. 개미지옥이란 말이에요.
1359,다들 잘 보고 와요.,나도 가고 싶어요.
1360,오늘 쉬림프링 먹었어요. 정말 맛있어요. 요즘 닭고기 못 먹는 몸 상태로 변한 뒤부터는 새우 관련 음식을 정말 자주 먹는 편인데 새로운 음식 만족을 얻었어요.,새우 소금 구이도 드세요! 
1361,아직도 코코페이신 분 없을까요!!,왜요? 심심해요?
1362,역시 피자는 알볼로죠.,저 혹시 맛 표현 좀 부탁드릴 수 있을까요? 꿈을 피자 알볼로.
1363,카페 이쁘죠?,너무 이뻐요!!!
1364,유튜브에서 구매한 영화 다운로드하려면 유튜브 레드에 가입해야 하는군요.,구글 플레이 무비랑 연동되지 않을까요?
1365,오늘도 동네 맛집을 털며 루찌님을 생각했어요.,저도 가고파요. 저 오늘 아르바이트 힘들어요.
1366,밥버거를 먹을까요? 스파게티를 먹을까요?,가격이 각각 얼마에요?
1367,난 설빙 알바에요.,녹차 설빙 너무 맛있어요.
1368,여름이라 좋은 것은 겨울보다 꽃값이 싸다는 것이에요. 사실 가격은 같은데 꽃송이를 겨울보다 더 많이 주시네요. 이번에는 한 단을 두 개의 화병에 나눠 꽂아야 했어요.,아름다운 계절이네요.
1369,아침 비행기인데 아침 못 먹고 출발하겠죠. 기내식도 없고 정말 큰 일이네요.,공항에서 샌드위치 하나 사서 가지고 타요.
1370,아빠가 그냥 맵고 맛있는 라면인 줄 알고 사온 핵 불닭볶음면 소스 반만 넣고 먹어볼게요.,맛있겠네요.
1371,강변 CGV 저기 가고 싶어요!,언니 강변 CGV 가게요?
1372,다들 방 탈출 카페 가실 때 미스터리 방 가세요. 그냥 단순히 자물쇠 번호만 맞추는 것만 많은 게 아니고 다양한 센서를 이용한 퍼즐들이 엄청 많아요. 저 오늘 후배들이랑 별 5개짜리 하나 깨고 지금 또 다른 지점으로 또 하러 가고 있어요.,별 몇 개짜리까지 있어요?
1373,언니 혹시 케이크 수업 들을 때 컨설팅 과제 한 적 있어요?,컨설팅 과제요? 뭘 말하는 거죠?
1374,다이소에서 산 카드들이에요. 디자인이 제 취향이에요.,너무 이뻐요.
1375,닭곰국시 먹으러 왔어요!,후기는 언제나 환영이에요!
1376,내일 에버랜드 가요!!!,좋겠네요. 부러워요.
1377,조심히 들어가고 오늘 즐거웠어요.,언니 오늘 많이 피곤했을 텐데 푹 쉬고 조심히 들어가요.
1378,생각보다 많네요.,이거 슬러시보다 통이 탐나서 드셨죠?
1379,근데 텀블벅 후원 예를 들어 5만 원 후원하고 나중에 5만 원 더 후원 할 수 있는 건가요??? 항상 궁금했어요.,후원을 마감 전까지 수정할 수 있어요! 3만 원에서 5만 원으로 바꾼다거나 선택은 그대로 두고 가격만 변동할 수 있어요!
1380,"고기 시켰는데 아저씨가 상추쌈을 4봉지나 넣으셨어요. 아, 배 터질 거 같아요. 전 토끼가 아니에요.",키리님 채소 먹고 건강 해지시겠네요.
1381,계세요?,네.
1382,조카님 응답해요.,네?
1383,철판 아이스크림 또 먹고 싶어요.,뭔 맛이에요 저거?
1384,"와, 갈비살 볶음 맛있어요.",갈비살 볶음이라뇨.
1385,나 머리 색 핑크 할 거예요!!!,핑크요? 완전 이쁠 거 같아요!!!
1386,월미도 너무 재미있어요.,응. 어떤지 듣고 싶어요!
1387,가라아게 먹으면서 영화 봐요.,와! 그거 최고죠.
1388,홍대 맛집 추전 좀 해주세요.,저 작년 팬 미팅 때 어디 갔더라 거기 진짜 맛있었어요. 맛있었다는 것만 기억나고 어딘지는 기억이 안나네요.
