,Q,A
934,언니 취했어요.,누가 그래요.
935,너무 완벽한 조합이어서 행복했어요.,정말 좋아 보여요. 전 그렇지만 전에 한 번 고기랑 먹었다가 뭔가 고기 맛만 나서 다음부터는 밥도 준비했어요.
936,"예뻐요. 뭐든 사고 싶어요. 운동화, 옷 새 거요.",나이키인 건 알겠는데 저게 무슨 신발인지 모르겠어요. 가격이 20만 원정도 한다는 거 같아요.
937,왜냐하면 6월 3일에 부산으로 놀러 가니까요.,아 그때 왔다 간다고 했나요?
938,정답이에요. 특별 가격이면 비행기도 가능해요.,맞아요. 요즘 후쿠오카 특별 가격 진짜 싸더라고요.
939,"물배가 채워져서 그런지, 배고픈 것도 없었고 방광이랑 피부랑 몸에는 엄청 좋았어요. 물을 많이 먹으니까요! 고통받은 건 저의 위뿐이었어요.",어 그랬군요! 게다가 사실 수박은 맛있으니까요.
940,지금 택시 타고 가고 있어요! ,좋아요!
941,"우리 동네에 또 한 개 새로 생겼고, 무로 술 마시러 가는 옆 동네에도 몇 개 생겼는데 양 꼬치는 먹고 싶으면서도 망설이게 되네요.",진짜 양 꼬치는 양날의 검이라서요.
942,백 얼마요.,"아니 뭐, 살 거는 아니었지만 가격 참 안 예쁘네요."
943,서서 가는 게 싫어서 일찍 탔어요. 만원 버스는 정말 싫어요.,정말 가는 길이 힘들어요.
944,나 서울랜드 엄청 오랜만에 가는 거라 몰랐는데 코끼리 열차 탄타면서요? 최고예요.,막 지붕만 있고 옆은 안 막혀있어서 좋아요! 캐리어 있으면 맨 앞이 공간이 커서 더 좋아요!
945,전 보급형이에요. A7이요.,작년 기준 약 11만 원이에요. 음 그래도 비싸요.
946,그러게요. 진짜 신기하고 맛도 있대요. 가격도 괜찮고요. 천 원에 사과 하나!,오 괜찮네요.
947,헉 제일 귀찮은 게 물리치료예요.,근데 꾸준히 안 받으면 계속 약해지더라고요.
948,뮤우님도 통학하세요?,저 한국 살 땐 통학했었어요! 30분밖에 안 걸리지만요. 여기는 학교 걸어서 가니까 진짜 행복해요.
949,너무 슬퍼요.,다음 수업이 없는 건가요?
950,볼 일 보러 대구요.,가서 맛난 것도 먹고 와요.
951,늦게도 잤네요.,영화가 재밌는 걸요.
952,근데 한 곳에서만 머무는 게 아니라서 반납할 때가 걱정돼요.,혹시 입국하시는 곳이랑 출국하시는 곳도 다르신가요? 
953,저 대만요! 근데 비가 계속 온다네요. 예상은 했어요.,와 대만 가시는군요. 저도 친구랑 가려고 11월에 예약해놨어요. 2박 4일로요. 써니힐 펑리수 과자 맛있어요. 상해에서 먹었었는데 그거 대만 거라고 하더라고요. 
954,네! 베트남! 패키지인데 거의 자유여행이나 마찬가지라 패기지라고 말하기도 그래요. 너무 신나요! 가격도 너무 싸서 바로 계산해버렸어요.,얼마였어요? 우와 패키진데 자유여행급이라니 부러워요.
955,"진짜 막 오른쪽 갔다, 왼쪽 갔다, 너무 신세계에요. 지하철 왜 이렇게 빠르죠.","근데 공항 가는 지하철만 힘들고, 다른 곳은 다 서울이랑 다른 게 없더라고요!"
956,헉 저도 거의 다 와가요! 포토 티켓 함께 뽑을까요?,그래요. 천천히 오세요. 시간 너무 많이 남았네요.
957,저도 콜라 제일 좋아해요! 제가 1일 1콜라 하는 사람이에요. 제가 뽑기 운이 진짜 없어서 거의 반쯤 꽝 걸릴 거라고 생각하고 뽑았는데 너무 기뻐요.,우와 대박 그 마음 알죠. 저도 뽑기 운 정말 없어요.
958,그럼 아직 버스도 안 타신 거예요?,네. 조금 있다 타러 가요.
959,술 안 마셔요.,그러면 물만 드시나요? 
960,늘 이런 날씨였으면 좋겠어요. 컴퓨터 앞에 앉아 있어도 안 더운 날씨요.,맞아요. 오늘 회사 인터뷰 가느라 정장 재킷 입고 나왔는데도 안 더워요. 최고예요.
961,그만둔다고 엄청 좋아했는데 다시 가려니까 좀 웃기네요. 나는 할 수 있어요!,언니 전에 다녔던 직장 또 가는 거예요?
962,휴 다행이에요. 나도 못 움직이겠어요.,누워있겠군요. 진짜 부러워요.
963,지금 많이 쉬어서 많이 괜찮아졌어요. 걱정해주셔서 감사합니다.,"메이비님 나으실 때까지 병원도 가시고, 약도 드시고, 푹 쉬세요! 저도 감기로 고생 중인데 아프시지 마시고요."
964,꺄 정말요? 텔레파시 통했네요!, 월급 들어오면 이번 달부터는 먹을 거에 돈 조금씩 아끼려고요.
965,평일에 아무 때나 와요.,평일이면 일요일에서 목요일인가요?
966,"아아 서램님, 그냥 그러려니 했어요. 사장님들 표정이 세상 귀찮은 얼굴이어서요. 다음에 모른 척 건의해봐야겠어요. 대정 가진 곳들이 변하거나 없어지는 건 참 안타깝네요.","하긴, 사장님 본인들이 장사할 마음 줄어들었으면 어쩔 수 없는 것이죠."
967,"아 귀여우세요. 저 원래 포트에 내려먹어서 캡슐 안 먹어! 이랬는데, 이사하면서 머신 선물을 받았거든요! 근데 써보니까 진짜 너무 좋아요. 캡슐머신 사랑해요. 캡슐 사랑해요.","써본 제 경험으로는 편하고, 뒤처리가 너무 깔끔하고, 무엇보다도 머신이랑 캡슐이 너무 귀여워요!"
968,"네. 뭐가 없어도 밥이랑, 달걀이랑, 간장 참기름만 있으면 어떻게든 돼요.",계란 없이 어떻게 밥 먹죠.
969,아파요.,건빵님 어떡해요. 손목 관리 잘 하시고 너무 아프시면 병원 가보세요.
970,"오오! 그거 건전지 형식이라 가자마자 충전해야 돼요. 나 저번에 아니 왜 충전이 안 돼있어! 이러고 바보같이 건전지 플러스, 마이너스 거꾸로 꽂아서 충전했는데 작동이 안 돼가지고 심각하게 환불 생각했다가 건전지 거꾸로 해보니 작동이 되더라고요.",건전지 넣기만 하면 되는 거죠?
971,가구 조립 힘들죠. 나도 어제 책장 조립하다 손가락 나가는 줄 알았어요.,"이케아에서 옷장이랑 티비랙 사고, 소프시스에서 책상이랑 서랍장 사고, 제일 힘든 건 옷장이었어요. 근데 너무 좋아서 하나 더 사려고요."
972,실물로 보면 색감 더더더 예뻐요! 계속 벼르고만 있었는데 가 본 보람이 있네요.,"정말요! 너무 예쁘고요, 사진으로도 이렇게 예쁜데 실물은 더 예쁠 것 같아요! 어딘지 한 번쯤 가보고 싶네요."
973,케이크 가게요!,허걱 눈 호강 하시겠네요.
974,좋아요. 가고 싶습니다. 비싼 걸로 부탁드려요.,어휴 당연하지요. 일화님이면 제일 비싼 프라페 드려요. 치즈케이크 좋아해요? 치즈케이크 마구 올려드릴게요.
975,난 조금 재미없었어요. 내용 유포할 거 같아서 뭐라 말해야 할지 모르겠어요.,"언젠가 한 번 봐야겠네요. 왜 호주에 나오고 나니까 보고 싶은 것도, 하고 싶은 것도 많아지는지 몰라요."
976,자기 전에 향 맡으면서 눈 감으면 그렇게 기분이 좋더라고요. ,저는 퍼퓸 샴푸 향이 너무 좋아요.
977,웃어요?,웃을 수가 없어요. 오늘 1시간 연장됐어요.
978,간단하게 힙색 매고 가고 싶었는데 뭔가 부피를 많이 차지해서요. 엉엉 그럼 반팔 긴 바지를 입고 후드티를 챙겨갈까요.,그러는 게 좋을 것 같아요. 요새 일교차 너무 커요. 지금도 이렇게 쌀쌀한데 감기 걸리면 안 돼요.
979,오사카로 가요! 처음 가는 거라 아무것도 모르지만요.,오오! 저도 7월에 가는데 덴덴타운 다녀오세요!
980,보내드릴까요? ,제 입에 골인시켜주세요.
981,오 오잉 계정당 하나이실 텐데요? 대체 몇 개를 보내신 거죠?,한 20개 정도요.
982,네.,에고 그 근처에 편의점이나 그런 곳 없어요?
983,맞아요. 그렇지만 의외로 망고 맛있어서 놀랐어요.,생망고 먹을 수 있다니 다행이에요! 냉동실에 잠깐 얼려서 먹으면 시원하고 맛있어요!
984,맛있는데 너무 비싸요.,헉 가격 양심 없어요.
985,바닐라라떼요!,맛있겠어요 누나.
986,다행이네요. 챙겨오세요. 난 짐 다 챙겼어요.,네.
987,"제가 매콤한 맛도 좋아하고, 감자스낵도 좋아해서, 이 과자는 저에게 너무 최고예요. 가격도 싸니까 나중에 드셔보세요.",아! 감사합니다.
988,그죠! 선물하신 분 안목이 대단해요!,안목이 최고이신 분이네요!
989,아까 어지럽고 귀에 소리 들려서요. 저 진짜 너무 아팠어요. 지금은 무릎만 욱신거려요.,네? 아니 무릎만 아픈 게 아니에요?
990,무궁화호 탈 거예요? ktx타면 같이 갈래요?,네 진짜요? 언니 언제 가요?
991,길 가면 화장품 가게 한 두 개는 있겠죠? 믿어요.,"네, 아마 다 있을 거예요."
992,글씨 쓰는 거 귀찮은 저는 어플리케이션을 다운 받아버렸어요.,"아, 저도 받을 걸 후회 중이에요."
993,"네, 메밀이에요. 죽, 샐러드, 연두부, 튀김, 묵, 밑반찬이랑 삼치구이, 후식 아이스크림을 줘요! 덮밥엔 도미 껍질 같은 것도 넣어주시고, 가격은 싼 편은 아니지만 진짜 맛있고 푸짐했어요. 여기 런치 초밥도 엄청 푸짐하고 맛있어요.",저렇게 사이드로 메밀 주는 거 진짜 사랑하는데! 저렇게 주는 데가 별로 많지 않아요.
994,"그러게, 어디서 보죠?","일단 홍익대학교에서 음, 몇 시에 만날까요? 좀 여유 있게 만날까요?"
995,하늘이 더 보여야 해요! ,현호님  뜬금없지만 뉴욕 스시집 몇 군데 추천해주실 수 있어요? 얼마 전에 너무 먹고 싶었는데 어디가 좋은지 모르겠던데요. 
996,"목감기 때 약 한 번 먹었는데, 먹고 나서 4일 동안 목이 정말 나갔다가 여행 다니느라 병원은 못 가고 있어요.",으엉 병원 빨리 가세요. 이마트 앞엔 소아과 있어요.
997,전 올해 처음 가봐요. 근데 너무 멀어요.,킨텍스죠. 그 옆에서 국제보트쇼도 할 텐데 그것도 보고 오세요.
998,혼자라 그건 친구랑 가야겠네요.,오늘이군요.
999,너무 감사해요!!,마침 주말이니까 재밌게 놀다 오세요!! 원래 이런 날 눈치 안 보고 신나게 놀아야 해요!!
1000,엑스포요? 코엑스 쪽이요?,일산 킨텍스인데 합정에서 셔틀버스 있어요. 올 거면 초대권 있는데 주고요.
1001,왜 이렇게 일찍 일어났어요. 잘 잤어요?,모르겠어요. 계속 뒤척거리다 일어났어요. 빨리 준비를 해야겠지요.
1002,찾아가면 되겠네요!!,날 보고 놀라지말아요. 너는 뭐입고 가요?
1003,이상하게 콘서트 때는 화장실 안 가게 되더라고요.,그러니까요. 저 밥도 잘 안 먹어요.
1004,감사해요. 도시락 사놨으니 이따 탈고하고 먹을 거예요!!!,맛있는 도시락이겠네요!! 6월엔 조금 여유 생기시면 좋겠네요.
1005,토끼정이요?,맞아요. 여기 맛있어요.
1006,저 지금 경희대에요. 시험 보러 왔어요!! 시험 끝나고 가서 저는 오늘 조금 늦어요.,시험 잘 보고 와요.
1007,향신료 향 싫어하면 비추천해요. 국물에 향이 좀 나는데 맛은 괜찮아요. 난 먹을만했는데 동생은 맛있대요. 새우가 많아서요.,네. 알겠어요.
1008,발치 예약 잡았는데 아래 양쪽 다 뽑아야 한대요.,아랫니는 다 뽑는 게 좋아요! 예쁘게 나오면 쏙 뽑는데 매복은 좀 힘들어요.
1009,도톤보리가 오사카에요? ,네.
1010,올 거에요?,당연하죠.
1011,답이 조금 늦었네요. 버거401이에요.,"아하, 감사해요."
1012,저 잠시만요. 외장하드 없어져서 작업 못해요.,"아니, 잃어버리신 거예요?"
1013,다 찾아봤는데 아예 없어요.,어떡해요? 너 집 멀어요?
1014,줄까요?,네!
1015,"역시 존 바바토스꺼죠? 스타워커도 좋고, 페라리도 좋아하고요.","스타워커요? 어, 저 처음 듣는 건데요."
1016,저희 동네 반찬가게 맛을 믿어요.,제가 기미 상궁 출신이에요. 방문 드릴까요?
1017,기프티콘 꼭 같은 거 아니더라도 그 가격 안에서 다른 거 살 수 있지 않아요?,그런가요??? 그런데 다른 거 사서 엄마는 외계인으로 바꿔먹으라고 하기가 좀 애매해서요.
1018,한강 가면 딱 좋을 거 같아요.,음. 나와 있긴 한데 곧 들어갈 거라서요.
1019,후쿠오카로 왔어요!,외곽 쪽으로 나가셨나요? 아님 하타카쪽?
1020,탈색 머리로 1년째 살고 있어요. 이번이 마지막이에요.,저도 한두 번 하고 머리가 짧아서 셀프염색으로 진갈색 했었죠.
1021,일어났는데 허리가 너무 아파서 한의원 갔다가 가게요.,네. 조심해서 다녀와요.
1022,피부과 가요. 여름만 되면 피부가 약해지는 것인지 뭔지 피부가 벌겋게 올라오더라고요.,그래서 가군요! 조심히 다녀와요.
1023,가격 뜨면 알려줘요. 나도 고민 좀 해보게요.,좋아요.
1024,괜찮아요. 배탈 난 적 없어요.,나도 아이스크림 먹고 싶어요.
1025,좋아요! 그럼 저에게 주세요. 도착했어요?,지금 다시 가고 있어요!
1026,왕복 3시간이에요.,저는 해운대까지 왕복 10시간 입니다. 확실히 저보다는 옆 동네 사시네요.
1027,못 갔어요. 아파요.,지금이라도 가요.
1028,애긩 어디에요? 나 가고 있어요!,나는 동네를 벗어나지 못 하고 있어요. 빨리 가고 싶네요.
1029,보통 그냥 취미용으로 조금씩만 쓰는 용이니까 대충 10에서 15만 원 생각 중이에요. 근데 가격대가 천차만별이라고 들어서요.,아무래도 그렇죠. 그런데 그건 알아둬요. 15만 원이면 소형 살 수 있는데 소형 그림 그릴 수 있는 영역이 내 손바닥보다 조금 더 큰 정도에요! 난 그 정도인 줄 모르고 사고 받고 왜 이렇게 작나 했어요. 장난감인 줄 알았어요.
1030,그러면 인공눈물 종종 넣어주면 저녁까지 렌즈 끼고 있기가 좀 수월한가요? 전 몇 시간만 껴도 뻑뻑해서요.,네. 저는 훨씬 수월했어요. 지금 쓰시는 렌즈가 안 맞으시는 건 아닌가요?
1031,저 일하는 가게 옆 미용실에서 꽃을 내놓고 키우는데 거기로 모인 벌들이 다 가게로 들어와요. 여름엔 문 열어놓기 너무 싫은데 더워서 닫지도 못해요. 여기 오는 벌들도 꽃에만 관심이 있으면 좋겠어요. 너무 무서워요.,벌이 가게 안으로요?? 너무 당황스럽네요. 신경 쓰일 것 같아요. 벌이 싫어하는 향기 같은 거 없을까요.
1032,사실 나도 필요 없는데 학과에서 필요하대서 샀어요. ,정장 사야해요.
1033,발급하는 종류가 다른 건가요?? 집에 가서 확인해봐야겠네요. 여권에 쓰여 있을까요.,복수여권이 10년이고 가격이 좀 더 비싸요.
1034,"도보, 전차, 지하철만 탔는데 꽤 많이 썼고 일단 지하철이 한국보단 비싸요.",그렇죠.
1035,어쩌다가요. 별이 주려고 쿠키 빼놨는데요.,"언니 쿠키라뇨. 너무 먹고 싶어요. 아, 울 것 같아요."
1036,저 지금 킨텍스가 보여요!!,저 두 정거장 남았어요. 무슨 옷 입으셨어요?
1037,안산에 있는 중앙동 뽑기가게에서 뽑았습니다만 이름까지는 기억이 잘 안 나네요. 뽑히는 확률은 사람마다 다른데 머리 쪽을 공략하니깐 조금 잘 뽑히더군요.,지금 안산 가는 중이었는데!! 이런 우연이 있다니 감사해요. 저도 도전해봐야겠어요.
1038,"아, 진짜요? 그런데 그렇게 늦은 시간에도 금방 잡힐까요?",야간에도 택시는 있으니까 괜찮을 거예요. 앱에 탔던 택시번호도 다 남고요! 방청 마치고 다들 택시 타려다 보면 좀 대기해야 할 수도 있을 거 같아요!
1039,엠님 저도 밥이 맛있는 게 아니라면 면이 간단하고 늘 좋아요!!! 특히 라면을 좋아해요. 하지만 밀가루가 안 좋다는 얘기를 귀에 박히게 들어서요.,"그렇죠. 면은 간단하고 늘 평균 이상이어서 몸에 안 좋은 건 늘 맛있는 것인지 저도 면 몸에 안 좋다, 살찐다, 몸 차가워진다는 소리 오억 번은 들은 것 같아요. 클리프님도 면 좋아하시는군요. 참고할게요."
1040,거실이었어요!! 앞에 마당이에요!!,우와! 펜션같아요! 분위기 대박인데요! 저도 이런 집에서 살고 싶어요! 너무 좋아요!
1041,저요? 혼자에요?,응. 혼자 먹고 있어요!
1042,저도 그러고 싶어서 부모님께 말씀드리려고요! 그런데 비용 때문에 당장은 못 할 거 같고 언제 하는 게 좋을까요? 지금 덜 찬 3개월인데.,아직 3개월이라면 한 달 뒤에 하시는 게 더 나아요. 그리고 가격은 수컷이라면 10에서 20만 원대 암컷이라면 20에서 40만 원대이고 중성화하는 시기는 4개월에서 6개월 안이 적당해요. 참고로 저희 밀키는 5개월 접어들 때 했어요.
1043,달콤하긴 한데 일반 초콜릿 맛은 아니고 좀 고급스러운 맛이긴 해요. 근데 가격에 비해선 좀 많이 비싼 거 같네요. 하지만 여기 음료는 대박 맛있네요!! 저의 취향에 아주 딱 맞아요.,고급스러운 맛이라면 하나쯤 사 먹을만한 가격이네요. 나중에 한 번 가봐야겠네요!!
1044,시골 쥐라 저만 촌티 내는 줄 알았어요. 확실히 일찍 도착하긴 하는 거 같아요.,맞아요! 일찍 도착하기는 하는데 요즘 저가 비행기랑 거의 가격이 같아요. 가격 좀 내려줘요.
1045,진짜 맛있어요.,자몽 타르트랑 녹차 타르트 먹어보고 싶어요.
1046,"와, 진짜 좋네요. 그거 진짜 완전 천재네요. 아비꼬는 많이 못 가 봤는데요.","아비꼬 가면 파랑 마늘 많이 넣어 먹어야 해요. 마늘별로 좋아하는 편은 아닌데 아비꼬 토핑으로는 마늘 한가득 집어넣고 마늘 향에 취해 살게 돼요. 파, 마늘 토핑 추가 가격이 무려 0원이에요."
1047,네. 뭐 먹으면 좋을까요?,맛있는 거요. 저 마침 집에서 나와서 어디든 바로 이동 가능해요.
1048,예쁜데 제가 직장 때문에 당황스러워요. 전에 빨간색 한 거 때문에 이렇대요.,병원에도 예쁜 머리하고 가게 해주세요!!
1049,카레라님 어떻게 구할 수 있는 건가요?,"저도 정확히 위치는 모르지만, 오프라인 매장가도 팔고 온라인에서도 팔지 않을까요? 저 그저께 전주 놀러 갔다 왔는데 돌아다니다 파는 거 발견했어요."
1050,왜 거지꼴이에요. 오빠들 만나러 가는데!,나 오늘 시험보고 왔어요.
1051,쿠키에요!! 입이 너무 심심해서 그냥 기본 재료만 넣고 구웠어요.,"우와, 벨린님 능력자네요! 엄청 부드럽고 맛있어 보여요."
1052,그 튀어나온 점이라서 여러 번 빼야 할 듯해요! 가고는 싶은데 항상 미뤄요. 온몸의 점을 죄다 뽑고 싶긴 한데 살이 이상하게 돋을까 봐 겁나서 못하고 있어요.,막 깊게 파고? 막 그러는 거 아니니까 괜찮지 않을까요? 나도 점 빼고 싶어요.
1053,그래도 오늘 열심히 해야 내일 노니까요.,그렇죠. 오늘도 열심히 논 거 아닌가요.
1054,어때요??,진짜 예뻐요. 민트색이 진짜 영롱한 민트색이에요.
1055,그래도 되고요. 우리 야광봉도 살까요?,응. 한번 가봐요!
1056,같이 먹을까요?,거리가 가깝다면 같이 했을 거예요!!
1057,저 열두시에 가니까 와서 연락주세요.,오!! 알겠어요. 오늘은 진짜 꼭 뵙고 말 거예요.
1058,정확히 따지면 사업명 독립이랄까요?,기존 유통은 현재 하는 데에서 원조를 받고요?
1059,우울하니까 계획 없는 소비했어요. 존재 비용 예쁜 몽실이들 보고 행복해질 거예요. 부엉이는 진짜 생각 없었는데 너무너무 사랑스러워서 샀어요. 몽실몽실 귀여운 포메라니안의 새 식구에요.,너무 귀여워요. 가게 한 번 가보고 싶어요!! 들어가는 순간부터 너무나 행복할 것 같아요.
1060,인제로 탈주 중이신가요?,아니요. 인제 가기 싫어서 집으로 탈주 중이에요.
1061,자전거 타도 안 돼요?,지금 가게요?
1062,이쁘네요. 저도 많이 사 먹어야겠어요!! 는 가격이 너무 비싸서 돈 없는 거지 구마님은 승달님이 부러워요. 무민이 이쁘네요.,밥값 아껴서 먹고 있어요. 롯데리아에서 했었어요. 내 돈.
1063,편해요. 계속 쓰고 싶어요!!,학교 필수 아이템이죠. 다들 하나씩은 머리에 꽂고 살죠.
1064,감동이 언니 우리 병원 뒤에 흑구 한 마리 사는데 너무 순하고 착해요. 사람이 최고야 이러면서 갸아아앙 하고 매달리고 가게에 뭐 사러 가면 다리 붙잡고 안 놔줘요. 병원 앞으로 산책가는 길에 뭐 줬더니 이제 자꾸 와요.,너무 이쁘겠어요. 진돗개를 볼 때는 반하는 순간이 오지요. 흑구 보고 싶어요.
1065,다음에 꼭 가요!!,그래요.
1066,아직 구워 먹어 본 적 없는데 말이죠!,새우 팔딱팔딱 뛰는 거에 왕소금 구이 넣고 뚜껑 닫아서 구워 먹으면 맛나죠!! 다 익으면 그거에 초장 찍어 먹으면 최고예요!
1067,놀고 싶어요.,저는 아직 집이 아니에요.
1068,저 메뉴를 말씀하시는 거면 일단 다른 브랜드와 달리 느끼하지 않고 담백해서 좋아요. 일단 토핑도 많이 들어갔고 크러스트 안에 고구마도 들어있어 짜지 않고 맛있어요. 가격이 좀 센 거만 빼면 건강하게 맛있는 맛이 나서 제가 제일 좋아하는 메뉴에요. ,듣자마자 먹고 싶어지는 맛이네요. 언젠가 꼭 먹겠어요.
1069,홍대 디저트 연구소에요.,수능만 끝나면 바로 달려가야겠어요!!
1070,"오, 되네요. 정보 감사해요!",역시 되는군요. 
1071,손님이 많아요???,아홉시까지 대기 있었어요.
1072,"봉구스는 4,000원에서 5,000원, 스파게티는 12,000원 이상 배달이요.",그럼 밥버거요. 스파게티는 직접 만들면 배불리 먹을 수 있긴 해요.
1073,생명력이 넘치고 색상이 다채로워 너무 좋아요. 강렬한 햇살마저도 좋아요.,모든 것이 성장하는 에너지 넘치는 계절을 사랑해요.
1074,음식물 반입되는 거네요. 음료가 안 되죠.,기내에서 물은 주겠죠. 안 팔면 기내에서 물만 사 먹어요. 음식물은 가지고 가고요.
1075,나는 엽기 떡볶이 먹고 우는 사람이에요.,나랑 나중에 닭발 먹으러 갈래요?
1076,응. 가고 싶어서 고민 중이에요.,나랑 가요!
1077,그 가게는 5개가 최고더라고요.,"와, 저걸 한 번에 다 깨시다니요. 대단해요."
1078,내 가게 컨설팅해서 가져오라는데 어떻게 해야 할지 감도 안 잡혀서 혹시 언니 학교 다닐 때 해봤나 싶어서요.,내 가게 컨설팅은 케이크 수업 말고 일식 수업 시간에 해봤어요.
1079,너무 이쁘죠? 가격도 적당해요. 한 세트당 500원이에요.,꼭 사야겠어요.
1080,너무 신나요!,신나게 놀다 와요. 사진도 많이 찍고요! 가게 쉬는 날 확 놀아 젖히세요.
1081,다리 아프겠어요.,언니도 많이 아플 텐데 괜찮아요??
1082,"아니, 고기 맛도 못 느낄 정도로 상추 2장씩 해서 먹었어요.","아니, 그럼 고기를 먹은 보람이 없잖아요!! 풀 맛이라뇨!!"
1083,고모님 아이폰이 물에 빠져서 먹통이 되었어요. 그래서 수리하는 것보다 리퍼가 더 낫다고 하는데 리퍼 가격이 너무 비싸서 일단은 다른 핸드폰 사용 중이거든요? 이거 리퍼 언제든지 받을 수 있는 거예요?,네. 유로리퍼는 언제든지 할 수 있긴 하죠.
1084,애플망고였나 그럴걸요!!!,맛있어요??
1085,갈비살과 애호박과 양파를 굴 소스랑 참기름에 볶았지만 전 갈빗살만 먹었죠.,역시 원래 따로 먹는 거죠.
1086,어울릴지 안 어울릴지 모르겠지만 일단 하고 싶으니까 할게요. 파란만장한 머리 핑크로 마무리에요!!!,"오, 궁금해요! 색 이쁘게 잘 나오면 좋겠어요!!"
1087,야경도 예쁘고 디스코 팡팡도 너무 재미있어요.,"너무 부러워요! 아, 그러고보니 예전에 월미도 갔을 때 맛있는 거도 엄청 많았어요! 혹시 명물 같은 거도 드셨나요?"
1088,맛나요. 망고 링고도 곁들여 마시고 있어요.,"앗, 외국 아니셨나요?"
1089,뭐 먹었어요?,파스타랑 피자! 파스타 진짜 맛있었어요.
1090,굳이 병원 말고 그냥 그런 곳으로 가도 괜찮은 것이군요. 알려주셔서 감사해요.,불안하시면 소독 잘 해주시고 처음에 끼는 건 좋은 거로 골라야 해요! 덧나면 아파요.
1091,인터넷으로 사는 건가요? ,오프라인 매장은 잘 모르겠어요. 
1092,나도 방금 오고 깜짝 놀랐어요. 떡볶이 먹으려고 왔는데 고기 뷔페래요.,"아니, 이럴 수가! 이제 두끼 가야겠네요!"
1093,누나 보조 배터리 있는데 안 가지고 다녀요.,왜 안 들고 다니나요?
1094,편의점! ,몇 시간 했어요?
1095,지금은 완전 괜찮은 것 같아요!! 이토님 감사해요.,그렇다면 다행이에요!! 아프지 마세요!
1096,떡볶이도 맛있어요!,만두는요?
1097,음. 가격은 낮아질 수도 있는데 만원 언저리일 거고 당장은 동 가격 라인에서는 라이젠이 더 좋아요. 스레드를 다 풀어주기 때문에 다중 작업할 때 성능이 더 잘 나오죠.,시온님 열심히 알아봐 줘서 정말 고마워요.
1098,음. 가격은 낮아질 수도 있는데 만원 언저리일 거고 당장은 동 가격 라인에서는 라이젠이 더 좋아요. 스레드를 다 풀어주기 때문에 다중 작업할 때 성능이 더 잘 나오죠.,진짜요? 우와!
1099,"한 통 튀긴 게 6,000원이었는데 집에서 만들기도 어렵진 않겠죠.",집에서 더 저렴하고 양도 많게 만들 수 있을 것 같아요.
1100,정말요?,뭐 객관적으로 서울 쪽에 비해서 없긴 한데 음식 종류와 가격을 어떻게 하느냐에 따라서 있을 수도 있지요.
1101,네. 진짜 맛있었는데 역시 소고기는 너무 비싸요. 아빠 카드 괜찮을까요.,세상에나 카드 괜찮으세요? 소고기 진짜 맛있어요. 군침 돌아요.
1102,저 영화 못 보더라도 예매하게요. 저 날 학원 출근 시간 늦추더라도 가야겠어요.,티켓만 가져가요! 그럼 언제 예매해야 하죠? 원래 영화가 일주일 단위로 티켓 판매였던가요?
1103,네. 이제 가요!,부러워요. 저도 끝까지 보고 싶었는데. 오늘 진짜 너무 재밌었어요.
1104,다녀왔어요. 저는 후쿠오카의 맛을 알아버렸어요. 벌써 다음에 언제 갈지 생각하고 있어요.,저희도 이렇게 자주 가게 될 줄 누가 알았겠어요!
1105,방 청소? 나 기숙사 해야 해요.,응! 이제 여름옷들 꺼내고 그러느라 방이 난장판이었어요. 시험 기간이 다가오니 마무리가 가능한 거 아니었을까요?
1106,"아니, 진짜 무서워요.",밖으로 어떻게든 쫓아내 봐요.
1107,규동 먹으려고 했는데.,그럼 규동으로 사갈까요? 저 아직 밖이에요.
1108,저 가로 10cm에 세로 7cm 정도 되는 거 같아요.,"꽤 크군요!! 그 정도면 아크릴 등신대 크기랑 비슷하지 않나요?? 그 정도 크기면 거의 10,000원 이상은 받지 않던가요?"
1109,네! 야탑역에서 일해요. 뭐 쏘님 오시면 빵쯤이야 제가 결제하죠! 쏘님도 제가 가져가겠어요!,세상에나 우주 천사 곡비님이시네요. 그래도 제가 결제할 거예요. 여기서 지하철 타면 2시간인데 진짜 가버릴까요?
1110,코인노래방이라도 알아보아서 가도록 하죠!!,좋아요!!
1111,마중 나와요.,알겠어요.
1112,서울에서 창원이요.,"아, 창원 갔다 온 거예요?"
1113,제가 부대로 22시까지는 복귀라서 못해도 여기서 7시 30분에는 차를 타야 해요. 시간 되시면 어디서 보죠?,만나면 서면 정도 이려나요?
1114,감사해요!! 사실 어느 길을 정하더라도 응원할 거고 응원해주고 싶은데 지금이 너무 무서워요.,에휴. 힘내세요!! 그동안 많은 애를 보내면서 희망을 품고 있으면 돌아오기도 하더라고요!! 뭐라도 사진도 올려주고 소식 알려주면 그거라도 좋을 거 같아요!!
1115,"내 생각에는 크림브륄레 같아요!! 2,500원짜리 주셔서 놀랐는데 지하철에서 먹다가 감동의 탄식을 내뱉었어요.",나도 마카롱. 그때 못산 거 너무 슬퍼요.
