,Q,A
488,원래 밥 먹고 학원 가느라 7시쯤인데 오늘은 집 가서 밥 먹고 학원 가려고 일찍 나왔어요.,집에 맛있는 거 있어요? 
489,"아니, 진짜 애들 조련 너무 잘해요. 제 친구들은 저보다 강심장이라서 안 내려고 버텼거든요. 근데 몇 명 빼고 다 냈어 왜냐하면 무슨 기계 같은 거 애들한테 갖다 대면서 삐 삐 소리 났거든요. 분명 그냥 소리 나거나 폰으로 냈거나 했겠죠. 근데 애들 이목 다 쏠려있고, 선생님들도 보는 그 분위기 때문에 쫄렸어요.",아. 그 정도면 인정해드릴게요. 
490,곰치님도 만들어보셨나 봐요. 저도 어묵탕이나 카레나 죽이나 다 요리 검색하면 백 선생님 떠서 참고 많이 했었는데 말이죠.,"그렇죠. 전 식초, 설탕, 고추장 1대 1대 1비율로 양념장 만들고 파채랑 국수만 삶아서 먹은듯해요. 개인적으로 백종원 레시피 중 제육볶음도 좋았어요. "
491,학교 갈게요. 연강이에요. 괜찮을 거예요.,채플 빼면 안 돼요?
492,"거기 국수와 곱창의 동네에요? 앗, 그러고보니 그 근처에 엄청 맛있다는 곱창 집 찾아놨었어요.",곱창 먹었어요. 배불러서 볶음밥은 못 먹겠어요.
493,행복한 여행 하고 오세요.,네네. 이제 집 가네요.
494,안 그래도 국밥 떠올렸는데 가격이 좀 그렇네요.,싸게 사천 원에서 오천 원 하는 곳 있지 않아요? 
495,역시 여행하는 데 각자 추구하는 바가 다르면 같이 못 가는 게 맞는 거 같아요. 잘 지내다 오고 싶은데 이러다 정말 싸우고 돌아오는 거 아닌가 걱정이에요. ,그래도 저는 잘 곳이 정해지고 입금도 다 해서 한시름 놓고 있어요. 싸우진 않을 거예요. 잘 지내다 오실 거예요. 
496,네? 그런 가게는 아껴야 해요. 사카르트짱을 먼저 보내고 그다음에 제가 갈 거예요. ,역시 술교님이세요.
497,"고등학생이에요. 저는 4년 전에 수련회 가고, 수학 여행은 처음 가봐요! ",저흰 졸업사진만 찍고 끝이라네요. 고삼은 죽어요. 
498,형 비행기가 진짜 너무 작아요. ,"아무리 작아도 비틀, 코비만큼 작겠어요? "
499,이 날씨에 수원 화성이라니 불쌍해요. ,저 이모 만나서 용돈 받을 수도 있어요. 
500,근데 벵쩨는 뭐 알지 않나요?,유구 몰라요. 아무것도 몰라요.
501,진짜 갈까요?,한번 오세요.
502,친구가 배 타고 가자 해서요. ,신선하네요! 가격은 비슷하던데요! 
503,오오. 그러셨군요! 한여름에 상하이 40도던데요. 저도 가을이 되면 상하이나 가 볼까요. 가게 되면 포님한테 추천받을래요. ,"아니, 이거를 왜 이제 봤을까요. 가게 되시면 제가 열심히 추천을 해볼게요! "
504,우와. 오늘 꼭 먹을게요. 맨날 까먹어요.,판희 변했어요. 먹을 걸 잊어버리시고요.
505,몰라요. 저도 안 간지 오래돼서요. 사진은 올라오더라고요. ,폐건물은 저도 모르겠네요. 죄송해요.
506,버림받았네요. 그냥 버리고 선발대 가버렸다네요. ,이런.
507,전 수면에 패배해 잠들고 말았어요. 하지만 일어난 지금 배가 고파요. 그런데 먹을 게 없어요.,"시로님 좀비 아니죠, 그렇죠? 왜 식자재가 없죠. 어서 식료품 가게 다녀오세요. 아, 그리고 혹시 디엠 가능하신가요! "
508,그거 거기밖에 없는 거예요? 저 오늘 동네에 있는 인형뽑기방 다 돌아다녔는데 못 찾았어요.,저도 잘 모르겠어요. 트위터에서 본 토끼 인형은 저도 거기 한 군데 빼고는 다른 데서 판다는 증언을 못 봤어요. 
509,감사해요.,그리고 우리 동네도 지하상가 있어요! 잠실보다 커요! 
510,너무나도 맛있어서 심금을 울리더군요. ,저도 그전에는 부대찌개 무시했는데 이거 먹어보고는 이야 기가 막히네 했어요. 저는 식탐이 많아서 갈 때마다 부대전골이에요.
511,"아니, 뭔가 당연한것 처럼 말하시네요.",인싸랑 말 못해요.
512,좋아요. 아는 분이 받아 주신 거라 아마 힘든 일은 아닐 거예요! 무려 가게까지 차도 태워주셔요.,우왕. 좋네요! 아르바이트 파이팅이에요! 
513,원래 너무 큰 매장보다 좁은 데가 더 맛난 법이죠!,맞아요. 큰 기대 없이 먹었는데 그럭저럭 괜찮았어요! 덤덤하게 들어가서 밥 느긋하게 먹고 나오기 좋은 것 같아요.
514,돈이 없는 건 아닌데 그냥 질러버릴까요?,여행은 옳아요.
515,갈매기한테 밀렸네요.,아니 진짜요. 진님 여기 갈매기들 우리 뭐 먹고 있으면 와서 내놓으라고 소리쳐요. 
516,안 돼요. 썸 카페 가서 해요.,천재시네요. 그 생각을 못 했네요! 
517,가까이서 보면 더 예뻐요.,진짜 이쁘겠어요.
518,마우스치곤 좀 그렇긴 하네요.,그래서 내 것만 살 거예요. 
519,밥은 맛이 없는 걸요.,그럼 어쩔 수 없어요. 맥도날드 가세요. 
520,동갑은 맞는데 우리 학교가 남녀 분반인데 내가 윤리 수업만 합반이라 우리 반이랑 걔네 반이랑 섞여요. 그때예요! ,가끔 보면 엄청 설레겠어요. 둘이 톡 같은건 해요? 
521,근데 신전은 어제도 먹어서요.,일주일 채워 봐요.
522,시험 끝나시면 만나요.,너무 멀었지만 끝나기 전에 쩜오에서 만나요.
523,저도 비애님 보고 싶어요. 재밌었어요.,진짜 재밌었어요. 너무 금방 끝나 아쉬웠고 진짜 시간 빨리 가면 좋겠어요.
524,난 8월 중순까지는 안 아플 거예요. ,빨리 같이 아파요. 
525,코타키나발루 이런데 말하는 거예요. ,태국 가고 싶어요. 
526,오늘 밤샘이죠. 뭐.,하루라도 술을 안 먹으면 병 나는 섬세한 아이인데 밤샘 야근이라뇨!
527,"가격도 640엔에서 800엔에 양도 소, 중, 대, 특대 마음대로 가능해요. 완전 좋아요.",여름에 놀러 가면 먹어 봐야겠어요. 
528,겟아웃이요! ,겟아웃이 공포에요? 
529,꼭 먹어 볼게요. ,소스도 선택할 수 있어서 좋은 거 같아요.
530,아하. 대타 출동하셨군요. 고생 많으셔요.,어휴. 아니에요. 밤새워서 피곤하실 텐데 푹 쉬셔요.
531,따로 알아 볼게요! 길게 써드렸는데 무슨 말인지 모르겠어요! 죄송하고 감사해요! 뭐랄까 궁금한 건 비트코인 자체보다 저 사람들이 돈벌었다는 게 무슨 일인지 궁금한 거였어요. ,단순히 예전에는 각 코인이 만들어지는데 시간이 적게 들었고 그 만큼 코인당 현금 가격이 낮았는데 지금은 더 이상 코인이 늘어나지 않는 상황이다 보니 코인당 현금 가격이 불어난 상태 라고 보시면 돼요. 
532,큰 병원도 가고 그랬는데 너무 피곤한 하루였어요. 뭘 하든 불안해요. 모음이는 왜 아파요? 누가 아프게 했어요! ,나 선천적으로 체육을 너무 못 해요. 체육 시간 지나고 나면 끙끙 앓아요.
533,세상에나 갈래요. 가게 해주세요.,가서 거기의 모든 에너지를 뽑아와요. 우리 부자가 되어봐요.
534,"아, 그래요? 아니면 한국의 화장품과 먹을거리라도 보낼게요!",뭔가 일본의 원하는 물건이 있으면 말해주세요. 
535,전 재수는 안 할 거예요. 수시 안 되면 정시로 점수 맞춰서 갈 거예요.,"어차피 사서 교사가 희망 진로라서 4년제만 가서 졸업하고 공무원 시험 합격하면 되는데, 갈 수 있는 곳보다 낮은 학교 가게 되면 분명 자존심 상해서 재수하겠다고 저 왠지 난리칠 것 같아요. 재수 안 하고는 싶은데 말이죠."
536,네. 우리 동네 애들 만날 건데 너도 같이 가요. ,"오, 좋아요! "
537,"7월, 8월은 성수기니까 괜찮은 건가요? 가고 싶은데 너무 덥기도 할 것 같아서요.",더운 것보다 날씨가 은근 변덕이 심해서요. 대만은 비 오면 정말 할 게 없거든요.
538,답답해요.,어쩌다 거기까지 가게 됐어요. 
539,잡월드였나?,그게 뭐에요?
540,앗 대신 비싸요.,"괜찮아요! 저 맨날 새로운 반짝이 네일 나오면 가격 생각 안 하고, 사고, 언니 주고 그랬거든요. 전생에 까마귀였나, 반짝이만 보면 정신을 차릴 수가 없어요."
541,올라갈 때 타려고요.,궁금해요. 가격 차이 많이 나요?
542,"집 근처로 가는 거라서 학교는 가요,",학교 다녀오면 이사 끝이라서 새롭겠어요.
543,으악 쭈삼. 쭈삼도 안 먹은 지 너무 오래됐네요. 매콤 달콤한 쭈삼이 먹고 싶어요.,쭈삼에 볶음밥 먹고 싶어요. 저희 뒤풀이 이런 걸로 먹으러 가요.
544,바로 사줘요.,여기서 사기는 힘든 듯해요.
545,내일 시간 있으면 여섯 시에 우리학교 축제 놀러 와요! 시간상으로 오늘이군요.,왜 내일이죠! 왜! 내일은 선약이 있습니다.
546,날 잡아요.,좋아요! 좋아요! 조만간 연락할게요.
547,저도 그런 곳에 가보고 싶어요!,먹을거리 볼거리 다 있는 재미있는 곳이요.
548,약 어제 먹었는데 오늘 아파요. ,아이고 큰일이네요. 학교 가기 전에 병원 갔다 와야겠어요.
549,6월부터 공부 스케줄 바빠져서 스케줄 보고 시간 맞으면 가요!,그래요!
550,원래부터 금요일에는 수업을 안 넣었어요.,목요일은 집으로 가네요.
551,아! 그럼 비용 조금 덜 들어갔겠네요!,네. 유니버셜이 비용이 굉장히 많이 나가더라고요.
552,12시요.,아주 늦었네요.
553,아 닭꼬치가 4000원이라니요. 슬러시가 3000원이라니요. 이게 무슨 경우예요.,와 먹을 수 있을까요? 대체 어떤 기준으로 가격을 정한 건지 궁금해지네요.
554,컵라면을 싼 가격 때문에 먹느라 두 개먹기도 애매했네요. 배 채우려면 그냥 칼로리 높은 음식을 먹어야겠어요.,아 전 점심에 컵라면 먹다 입맛 확 떨어져서 다 버렸어요. 그냥 밥 종류가 최고인 듯해요!
555,저희도 오늘 진로체험이라고 왔어요.,아 가고 싶었지만 진로부가 아니라서요.
556,자꾸 질문해서 죄송합니다. 1봉지에서 8봉지 가격이 3700원인데 한 봉지 당 3700원인 건가요?,"네. 1봉지에서 8봉지 구매 시에는 각 봉지 당 3800원, 9봉지 에서 12봉지 구매 시에는 각 봉지 당 3600원이에요!"
557,은근히 많이 안 쓰네요?,밥은 싼 곳 찾고 숙소는 캡슐호텔에서 잤고 굿즈도 가격비교해서 사다 보니 그런 것 같아요. 
558,좋아요. 윰님도 푹 쉬세요.,구뀨님도요! 저는 병원 가고 있어요. 
559,가게라서 그런 걸 수도 있어요. 보드카도 개인이 사면 싸니까요.,"저희 sns 올리면 그거 주고 있는데, 비싼 거라고 여태 말했는데 수정해야겠어요."
560,가족과 함께 드셨나 봐요! 맛있게 드셨다면 다행이네요!,친구들 하고 갔어요. 가락시장이 싸더라고요.
561,로손 크림 빵도요!,롤케이크요!
562,맞아요. 얼른 방학해서 쉬고 놀러 다닐래요.,방학 언제쯤 하지요.
563,"네, 오늘 배송이 전부 완료됐어요.",네! 감사합니다. 며칠 문 열어둬야겠네요!
564,제주도 소인국 테마파크요! ,고마워요. 나중에 제주도 가게 되면 인증 사진 보낼게요.
565,헉 그렇군요. 대박 너무 좋아요. 고마워요. 쉽게 일정 짤 수 있겠어요.,JR 티켓은 꼭 끊으세요 진짜로! 아 그리고 지하철 입구랑 지리가 다 비슷비슷하게 생겼으니까 처음 들어간 지하철이 몇 번 출구인지 사진 찍어두시는 게 좋아요. 
566,"거기는 배송비 수수료 덜 떼고, 표기되는 가격 그대로예요. 대신 최소 금액이 있는 걸로 알고 있어요.","진짜네요, 감사합니다. 좋은 정보 알아가요! 다음에 살 때 참고할게요."
567,좋아하시면 케이크죠!,단 걸 좋아한다기보다는 초콜릿을 좋아합니다.
568,그냥 밥 먹고 영화 봐요! 겟아웃 볼 건데 벌써부터 너무 무서워요.,우와 재미있겠네요. 잘 놀고 와요.
569,묵사발 정말 좋아하는데 파는 곳이 은근히 별로 없지 않아요?,맞아요. 저도 저 가게에서 묵사발 처음 먹어봤어요.
570,음 이천 원이었어요.,대박이네요.
571,진짜요?,"네. 마지막으로 안경 바꾼 게 꽤나 돼서 기억은 안 나지만, 싸면 몇 만 원대도 있었던 걸로 기억해요."
572,"네, 딸기도 있고 여러 가지 있어요.",수박은 진짜가 붙어있네요!
573,저도 기대하고 있어요! 2주 기다리면 받을 수 있대요. 아이고 머리 아파요.,생각보다 시간이 좀 걸리는군요. 도안이 예뻐서 잘 나올 거라 확신합니다!
574,"좋아요. 한 번 열심히 걸어볼게요! 집 갈 거예요, 집.","네! 전에 늦게 가서 버스 출발하는 거 신호등 쪽에서 뛰다가 멈추고 허망하게 보니까 기사님이 신호 기다리면서 문 열어주셨어요. 탄다고 어필해야 열어준다고, 평일 오후 차는 사람이 없어서 기사님들은 한 명이라도 더 태워야 이득이니까요! 탈 수 있을 거예요! "
575,저에게 채찍질 좀 해주실 수 있으세요?,네!
576,"네네, 1인당 몇 kg씩 무게 제한이 있어요.","그러면 이민 가고 오는 사람은 어떡해요. 세상에, 그럼 남은 건 해외 배송해야 하는 거예요?"
577,제일 가까운 타코야끼 가게가 엄청 가파른 곳에 있어요. 다른 가게들은 버스를 타고 가야하고요.,다 먹고 곧바로 다이어트 행인 건가요?
578,다행이에요. 사실 예전에 돈까스 굽다가 겉은 다 태우고 속은 차가운 끔찍한 경험을 한 적이 있었는데 그때에 비하면 70707배 잘 된 것 같아요.,"어 뭐, 사람은 누구나 한 번쯤은 돈까스를 태우고, 맹탕인 김치찌개를 끓이고, 카레 양 조절을 실패해서 부랴부랴 냄비를 추가하고 그러는 것 아니겠어요? 상심 마시고 저녁 맛있게 드세요!"
579,그렇겠죠? 준등기가 가격도 그렇고 좋은데 말이죠. 일단 100g 이하라는 가정 하에 양식 만들어야겠어요.,근데 준등기도 분실 염려 전혀 없는 건 아니라고 들었어요! 집하되는 것만 문자 서비스해주는 정도라고요. 
580,전 항상 일단 만 원을 넣고 시작해요.,코인 노래방에서 만 원이요? 저도 노래 연습해서 그렇게 많이 부를 수 있게 할게요.
581,아 집 근처에 김치찜 파는 곳 없는데! 책임져요!,미안하게 됐네요.
582,비슷한? 똑같다고는 못 하겠고 비슷한 거 같아요.,그렇군요! 언니 왜 안 주무세요?
583,2개월 정도는 물리 치료받으면 좋아질 거예요.,뭐예요. 정말 치료할 때 제대로 꼬박꼬박 가서 해요. 한 번에 나아야죠.
584,어디에요?,상수요! 가게 이름이 아재에요. 한산하고 맛있어요.
585,언젠간 꼭 뵐게요. 흑흑 전 언제나 늘 그렇듯 치즈돈까스를 시키며 플랑님을 볼 날을 고대하고 있어요.,저도요. 구릉님 좋은 저녁 되세요.
586,수학요! 너무 어려워요. 전 방금 끝마치고 이제 집 가는 중이에요! 티나는 지금 뭐하고 계세요?,"잠깐 자고 일어났었어요. 수학이라니, 어쩐지 꺼림칙하군요."
587,부러워요.,부러우면 오세요. 1명 정도는 같이 갈 수 있어요.
588,그러고 보니 지금까지도 업무를 하고 계신 분들이 꽤나 계셨던 것 같네요.,생각보다 많지요. 
589,안쓰러워요.,"전역자의 운명이 거의 똑같죠, 뭐! 부르면 바로 달려가는 빠른 민폐 서비스예요."
590,디어 달링 워터젤 틴트 수박레드에요!,그렇군요!
591,아 제가 너무 배고파서 정신이 없었나 봐요. 그 막 혼자 먹으면 찜닭도 가격이나 그런 게 너무 비싸서 사 먹기 힘들다고 말하고 싶었어요.,"맞아요. 가격이 너무 비싸죠. 찜닭 시키면 아침, 점심, 저녁으로 먹어야 돼요. 후 그래도 맛있어요. 산호님 덕에 배가 고프네요. 돈은 없지만 집밥이라도 먹어야겠어요."
592,이제 방학하면 7월부터 4주간 실습 나가요! 실습 나가서 평가받는 거죠. 그런 후에 10월쯤 정직원 면접 보는데 아무래도 조금은 유리하겠죠? 저기서 실습했으니까요?,우와 대박. 좀 있으면 사회인 되는 거네요.
593,얼른 아르바이트를 해서 사고 싶습니다. 제가 후드티 좋아해서 더 사고 싶네요.,저도요. 다음 후드티 살 때 되면 첫 번째로 살 거예요.
594,기타도 뭐 독학하다 그만두는 와중인데요.,"베이스 음, 메트로놈 켜 놓고 박자 맞춰서 둥둥둥둥, 진짜 느낌이 둥둥둥둥 둥둥둥 둥둥둥 통기타나 전자기타에 비해 소리가 굵고 묵직하지만 다채롭진 않아서 슬랩 배우기 전까지는 많이 지루할 거예요. "
595,아니에요. 진짜,그래도 괜찮아질 거니까 너무 걱정하지는 마세요.
596,그렇다면 다행이네요. ,그쪽도 건재해 보이고 말이에요. 달리 안부는 묻지 않겠어요.
597,그러니까요. 항상 평소엔 사고 싶은 게 많다가 막상 누가 사주려고 하면 없어요.,맞아요. 아 미니 선풍기 어때요?
598,네네!,"국내샵 고열사를 사용하면 가격은 훨씬 올라가고 진짜 최저 비용을 4만 5천 원 이상 잡으시고, 세팅비가 얼마일지 모르겠는데 그래도 6만 원은 나올 것 같아요! 괜찮으시면 알아봐 드릴까요?"
599,헤헤헤 사드리고 싶어요. 아직은 만들 줄 몰라서요.,기대돼요. 
600,저도요. 치킨 일주일 전에 먹어놓고 우린 왜 이럴까요.,후 다이어트 일기 쓰려고요.
601,"가져가면 안 돼요. 아 수능샤프 나 때는 연두색이었는데, 근데 은근히 수능샤프 좋던데요?",난 연보라색이에요! 좋아요. 필기감 좋고 괜찮아요. 만만하게 쓸 수 있어요. 역시 필기구는 삶의 질을 올려줘요.
602,너무 비싸네요.,그래서 기회 오면 가끔 사요.
603,음 아니에요. 편식쟁이씨 다양한 색 참고할게요.,편식쟁이도 맛있게 먹을 수 있는 맛인가요?
604,"그렇죠, 아쉬워요. 동쪽은 노키즈존이 많아서 가족 여행객이 환영 못 받고, 서쪽은 호텔과 리조트가 많아서 혼자인 분이 환영을 못 받는 것 같아요. 가게마다 다르겠지만 분위기가 그런 느낌이에요.",그렇군요. 장소 성격에 따라서. 많이 안타까운 일이네요.
605,맞아 그게 장벽이었어요. 지금도 물론 흑 언제쯤 낯 안 가리고 대범해질까요.,타고난 성품이 크게 달라지지는 않을 것 같아요. 하고 싶은 대로 하세요.
606,1박 2일로요. 비행깃값이 싸서 충동적으로 결제했어요.,그러고 여름 즈음에 한 번 더 와요?
607,"네! 마침 착즙기를 사뒀어서 과일 자체로 먹고, 소금 찍어 먹고, 과즙 내서 먹고, 과즙을 냉장고에 보관했다가 먹고, 라비가 또 수박을 좋아해서 라비랑 나눠먹고, 암튼 뭐 그랬어요.",이거 보니까 너무너무 수박이 먹고 싶어졌어요.
608,다 씻었어요! 이제 잘게요!,잘자요 디아님!
609,으아 사람들 다 비켜주세요. 탄산이 좀 앉아서 가게 해줘요.,저 앉아서 가고 있다고요! 언니도 편하게 가고 있죠?
610,나는 박스! 그래도 맨 앞자리 탈 거예요! 가격도 착해요! 천 원밖에 안 해요. 만약 일찍 도착하면 코끼리열차만 세 번 탈 거예요!,청소년은 800원이에요! 코끼리 열차가 9시에 시작했나요? 일단 좋아요! 두근두근해요!
611,헉 보험 들어도 11만 원일까요?,보험 있으면 조금 덜 내겠죠? 보험 처리해 본 적은 없어서요.
612,흑 내 왼쪽 발목. 아르바이트 가기 전에라도 꾸준히 받아야겠어요.,"네네, 진짜 발목은 치료 제대로 안 받으면 상습적으로 삐어요!"
613,네. 복귀 중이에요.,헉 정말 싫겠어요! 안 가도 됐었는데 가게 된 거네요.
614,"영국으로 입국해서, 프랑스로 출국할걸요.",제가 말을 약간 헷갈리게 했네요. 죄송합니다. 그 한국에서 출발하실 때 공항이랑 다시 돌아오실 때 공항요!
615,"아 맞아요. 펑리수 많이 들어봤어요. 오오 11월에 가시는데 빨리 예약하셨네요! 저는 두세 달 전에 예약했었어요. 첫 여행이라 걱정도, 기대도 되는데 친구들이랑 가니까 다행인 거 같아요.",며칠씩 가시나요. 저는 진짜 도깨비 여행이라서요. 사진 업데이트 많이 해주세요. 삼미식당이랑 키키 두 군데는 꼭 가보려고요.
616,3박 5일해서 45만 원이요! 할부해서요. 나눠서 내려고요.,와 엄청 싼데요? 우와 좋아요! 일단 가격부터 신나는 여행인 듯해요.
617,으악 도착하셨군요. 저도 빨리 갈게요. 인상착의가 어떻게 되세요? 전 남색 원피스에 하얀색 가디건이에요.,서두르지 말고 천천히 오세요. 저는 흰 티에 카키색 겉옷 입었어요.
618,멀리 가시는 길인데 멀미 조심하셔야 해요! 혹시 모르니까 생수도 조그마한 걸로 챙겨 가시고요!,"아아, 진짜 마유 최고예요."
619,인터뷰 고생했어요!,생각보다 즐겁게 했어요. 설명을 너무 잘 해주셔서 흑흑 그리고 직장인들이 부러워요.
620,"네, 오면 안 되냐고 연락 왔었어요. 했던 사람이 좋을 거 같다면서요.",어머 언니 가니까 소중함을 느낀 거죠. 다시 가면 더 잘 대해주시겠어요. 파이팅 해요.
621,저번 달에는 먹을 거에 많이 쓰셨어요? 근데 먹는 게 제일 행복하다고요. 먹고 싶은 건 드세요!,"이번 달에도 아낀다고 아낀 거 같은데, 지출 내역 보니까 하루하루 먹을 거에 쓴 게 엄청나더라고요. 생각나면 바로바로 먹는 스타일이다 보니까, 그래서 이번엔 두 번 생각나면 한 번만 먹는 걸로 다짐했어요! "
622,뭐예요. 평일 기준이 왜 그래요. 월요일에서 금요일이에요.,다음 달에 사표 내면 다다음 달에 아무 때나 갈 수 있겠군요. 
623,그러니까요. 근데 한국 아직도 계란값비싸다고 하던데요.,맞아요. 계란 먹는 거 예전에는 아무것도 아니었는데 경제적 부담돼요.
624,"네, 감사해요.",잘못하면 손목 나갈 수도 있으니까 관리 꼭 하셔야 해요! 꼭! 
625,"헉 치즈케이크 프라페라니, 그런 것도 있어요? 좋아요 좋아요.","네네, 진짜 치즈케이크 잘라놓은 거랑 카라멜 시럽 올라가더라고요. 앗 근데 커피는 아니에요. 괜찮으신가요?"
626,언제 돌아오는데요?,9월 말에 갈 것 같아요.
627,아 슬퍼져버렸어요.,6시 퇴근이에요.
628,물건 살 줄도 잘 몰라서요. 8% 추가로 넣어야 한다는데 뭐가 뭔지 하나도 모르겠어요.,"아아! 소비세! 근데 소비세 포함 가격 대부분 적어두고, 면세되는 곳도 있으니 알아보고 가세요."
629,택배까진 보내드릴 수 있어요. 입안에 골인은 무리예요.,택배비 비싸잖아요.
630,"카페 있어서 들어가려 했는데 여기가 체인점이 아니라 주변에서 제일 비싼 곳이라 차마, 흑 골목이라 편의점 같은 것도 없어요.",햄버거 가게나 그런 곳도 없어요? 
631,아앗 진짜요? 다음에는 얼려서 먹어봐야겠네요. 진짜 생망고 최고예요. 근데 생각보다 비싸서 좀 놀랐어요.,맞아요. 다른 가게? 그런 곳은 대량으로 들어와서 싼 가봐요. 냉동딸기? 그런 느낌이라 여름에 먹으면 시원해요!
632,가게 이모가 사주셨어요.,"맛있게 먹어요, 누나. 다음에 나도 먹을래요."
633,님아 가격 정했어요?,오백 원요. 공책이랑 연필 세 자루 씩 해서 오백 원에 팔 생각이에요.
634,지금 무릎만 아파요. 괜찮아졌다가 일어서니까 못 걷겠어요.,삐끗한 건가? 내일 당장 병원 가서 찍어봐야 할 거 같아요.
635,나 일요일 생각 중이에요.,오오 일단 엄마한테 물어봐야 돼서 저녁에 한 번 물어볼게요.
636,아침에 만날까요.,앗 그럴까요?
637,저는 뉴욕에서 스시 먹으면 갈증만 더 커져서 잘 안 먹는데  UES의 Tanoshi Sushi가 가격 대비 나쁘지 않았어요. 게다가 술을 가지고 갈 수 있어서 술값이 적게 나온다는 장점이 있어요.,감사해요! 
638,근데 일찍 도착하셨네요! 피곤하시겠어요.,한 시간 반이라도 자고 일어나서 졸린 건 괜찮은데 추워요. 꼭 따뜻하게 입고 오세요.
639,보트쇼는 뭔가요?,보트나 요트들 전시 되어 있고 마음에 들면 요트 구입도 할 수 있죠.
640,맞아요! 실컷 놀다 올게요.,네!! 생일빵은 잘 피해야 해요!!
641,꽤 끌리긴 하는데 일산은 너무 멀어요. 왕복 3시간 가까이 걸려서요.,합정에서 셔틀 타면 20분이에요.
642,이따 찍어줄게요!! 지금 차 안이라서요.,예쁘네요!!! 뭐 좀 샀어요???
643,저도요. 근데 지금 너무 배고파서 먹어야겠어요.,그럴 땐 그냥 주위에서 소시지 정도 먹어요.
644,고깃집이에요?,일본식? 파스타집인데 가격도 적당하고 맛있어요. 치킨 스튜 국물도 맛있어요. 꼭 먹어요.
645,지금 가고 있어요.,네. 나는 3시쯤 게스트하우스 가서 짐 두고 다시 올 거예요.
646,저 양쪽 다 누워있어서 절개 해요. 거기다 신경 가까이 있어요.,나하고 똑같은 경우네요. 마취 주사만 잠깐 아프고 별로 안 아파요! 뽑으러 가기 전에 진통제 한 알 먹고 가고요! 난 그렇게 의사 선생님이 턱 잡는 게 더 아프던데요.
647,지금 사람 진짜 없어요. 20명 정도 줄 서 있어요.,어디 갔는데요?
648,열심히 물어봐서 방금 동아리 방에 있다고 연락 왔어요. 학교 가서 2시 반까지 있을게요.,다행이에요. 그나저나 주말에 학교를 가시는 거예요?
649,집에서 잃어 버렸어요. 집이에요 아직.,어떡해요. 다 뒤져봐요. 진짜 어떡해요.
650,뭐해요!,소파에 앉아서 간식 먹고 트위터 하고 텔레비전 보고 있어요.
651,네. 몽블랑 꺼요. 나는 좋더라고요? 너도 좋아할 것 같긴 한데요.,"아, 몽블랑이에요? 전 만년필만 나오는 줄 알았어요."
652,기프티콘이 뭐랄까 상품권처럼 금액이 정해져 있는 교환권 같은 느낌이라서요. 확실히 바꿔 먹으라고 하긴 좀 그렇긴 하네요. 저는 보통 제가 좋아하는 거 고르긴 해도 주면서 먹고 싶은 거로 교환해서 먹으라고 말하는 편이거든요.,뭐랄까 특정 상품 주면서 네가 이거 좋아한다는 거 기억하고 있어!를 어필하고 싶은데 기프티콘이 많이 없다 보니까 그냥 줘야 되나 싶어요.
653,주로 하카타 텐진 나카스에서 돌아다녔어요. 하루는 다자이후 가고요.,조금 길게 가셨나 보네요. 그쪽에 고양이 섬 괜찮은데 시간 있으시면 갔다 오세요. 그리 먼 거리도 아니에요.
654,울집와요. 댜소님.,가고싶어요.
655,네.,경기도라 슬퍼요.
656,지금 염색 중이에요. 오늘까지 포스터 마감 못 가게 됐어요.,그래도 아플 텐데 움직일 때마다 아플 텐데요. 손목보호대라도 차고 있어요.
657,오면 만나요.,그래요. 연락할게요.
658,그런데 그냥 캔버스 축소해놓고 그리면 작아도 그리는 데 문제없지 않나요? 한 번도 써본 적 없어서 잘 모르겠어요.,이게 참 말로 설명하기 힘드네요.
659,안 맞는 거는 잘 모르겠는데 눈이 금방 건조해지는 거 같아요. 아예 인공 눈물 하나 사 들고 가야겠네요. 저 렌즈도 겨우 끼는 완전 겁쟁이인데 눈물 잘 넣을 수 있을지 걱정이네요.,"그럼 그냥 안경 끼시는 게 편할 수도 있겠어요! 저도 7일 태국 갔을 때, 2에서 3일은 기온이나 눈 상태 보느라 안경 꼈어요."
660,그럼 내일도 못 오겠네요. 오랜만에 진짜 보고 싶었는데요.,조금이라도 괜찮아지면 내일 잠깐 가보려고요. 가게 되면 미리 언니한테 연락할게요.
661,저 노랑 치마요!! 지금 2전시장 가는데 왜 이리 멀죠?,별별님 어느 쪽 앉으셨어요?
662,"안 좋다, 살찐다, 몸 차가워진다 너무 익숙하네요!!! 면은 가격대가 되게 다양한데 다 맛있는 편이라서 좋아요. 엠님도 면 좋아하신다니 기쁘네요.",오늘 아침에도 쌀국수 먹었는데 전 진짜 면은 웬만하면 다 좋아해서요. 좋아하는 음식 취향이 비슷하면 너무 편하고 좋죠. 친구들 사이에서 뭐 먹을지 정할 때도 일단 반은 먹고 들어가는 것 같아요!
663,그런데 아직 청소랑 수리할 게 너무 많아서 내년에나 들어갈 거 같아요.,역시 큰집은 그래도 완성되면 진짜 뿌듯 할 거 같아요. 그림 같은 집이 군요!!
664,나도 오늘 혼자 놀까요?,혼자 있으니까 핸드폰만 봐요. 산비 부산은 언제 가요?
665,그렇군요! 돈 모아서 해야겠어요. 6개월 넘어서 해도 괜찮나요?,네! 되긴 하지만 이왕 하실 거면 4에서 6개월 안에 하시는 게 좋아요.
